学年,院校(英文),院校(中文),学科级别(英文),学科级别(中文),课程类别(英文),课程类别(中文),课程名称(英文),课程名称(中文),学习范畴(英文),学习范畴(中文),一般修业期
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BSc (Hons) Health and Social Care,BSc (Hons) Health and Social Care,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BSc (Hons) Human Biosciences,BSc (Hons) Human Biosciences,Sciences,理学科,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BSc (Hons) Information Technology,BSc (Hons) Information Technology,Computer Science and Information Technology,计算机科学及信息科技,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BSc (Hons) International Hospitality Business Management,BSc (Hons) International Hospitality Business Management,Services,服务,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BSc (Hons) International Tourism Management,BSc (Hons) International Tourism Management,Services,服务,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BSc (Hons) Sport Business Management,BSc (Hons) Sport Business Management,Services,服务,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BSc (Hons) Sport Coaching,BSc (Hons) Sport Coaching,Services,服务,1
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Culinary Arts and Management,厨艺及管理（荣誉）文学士,Services,服务,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Fashion Design,时装设计（荣誉）文学士,"Arts, Design and Performing Arts",艺术、设计、表演艺术,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Hotel Operations Management,酒店营运管理（荣誉）文学士,Services,服务,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Hotel Operations Management [Medium of Instruction: Chinese (Putonghua)],酒店营运管理（荣誉）文学士 [教学语言: 普通话],Services,服务,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Landscape Architecture,园境建筑（荣誉）文学士,Architecture and Town Planning,建筑及城市规划,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Product Design,产品设计（荣誉）文学士,"Arts, Design and Performing Arts",艺术、设计、表演艺术,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Public Relations and International Events Management [Medium of Instruction: Chinese (Putonghua)],公共关系及国际项目管理（荣誉）文学士 [教学语言: 普通话],"Mass Media and Communications, Journalism and Public Relations",大众传媒及传播、新闻及公共关系,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Engineering (Honours) in Building Services Engineering,屋宇设备工程（荣誉）工学士,Engineering and Technology,工程及科技,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Engineering (Honours) in Civil Engineering,土木工程（荣誉）工学士,Engineering and Technology,工程及科技,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Chinese Medicinal Pharmacy,中药药剂学（荣誉）理学士,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Green Engineering and Sustainability,绿色工程与可持续发展(荣誉)理学士,Engineering and Technology,工程及科技,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Degree,学士学位,Bachelor's Degree,学士学位课程,"Bachelor of Science (Honours) in Horticulture, Arboriculture and Landscape Management",园艺树艺及园境管理(荣誉)理学士,Architecture and Town Planning,建筑及城市规划,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Information and Communications Technology,信息及通讯科技（荣誉）理学士,Computer Science and Information Technology,计算机科学及信息科技,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Nutrition and Healthcare Management,营养及健康管理(荣誉)理学士,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Surveying,测量学（荣誉）理学士,Architecture and Town Planning,建筑及城市规划,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Honours) in Sports and Recreation Management,运动及康乐管理（荣誉）社会科学学士,Services,服务,4
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Cinematic Arts and Technology – Year 3 Entry,电影艺术及科技（荣誉）文学士 - 三年级,"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Culinary Arts and Management – Year 3 Entry,厨艺及管理（荣誉）文学士 – 三年级,Services,服务,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Digital Advertising – Year 3 Entry,数码广告（荣誉）文学士 – 三年级,"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Fashion Design – Year 3 Entry,时装设计（荣誉）文学士 – 三年级,"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Hotel Operations Management – Year 3 Entry,酒店营运管理（荣誉）文学士 – 三年级,Services,服务,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Hotel Operations Management – Year 3 Entry [Medium of Instruction: Chinese (Putonghua)],酒店营运管理（荣誉）文学士 – 三年级 [教学语言: 普通话],Services,服务,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Landscape Architecture – Year 3 Entry,园境建筑（荣誉）文学士 – 三年级,Architecture and Town Planning,建筑及城市规划,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Product Design – Year 3 Entry,产品设计（荣誉）文学士 – 三年级,"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Professional Accounting – Year 3 Entry,专业会计（荣誉）文学士 – 三年级,Business and Management,商业及管理,2
2023/24,Vocational Training Council - Technological and Higher Education Institute of Hong Kong (THEi),职业训练局 - 香港高等教育科技学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Public Relations and International Events Management – Year 3 Entry,公共关系及国际项目管理（荣誉）文学士 – 三年级,"Mass Media and Communications, Journalism and Public Relations",大众传媒及传播、新闻及公共关系,2
