学年,院校(英文),院校(中文),学科级别(英文),学科级别(中文),课程类别(英文),课程类别(中文),课程名称(英文),课程名称(中文),学习范畴(英文),学习范畴(中文),一般修业期
2023/24,Hong Kong Shue Yan University,香港树仁大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Commerce (Hons) in Financial Technology,金融科技(荣誉)商学士,Business and Management,商业及管理,3
2023/24,Hong Kong Shue Yan University,香港树仁大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Commerce (Hons) in Law and Business,法律与商业(荣誉)商学士,Business and Management,商业及管理,3
2023/24,Hong Kong Shue Yan University,香港树仁大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Hons) in Applied Data Science,应用数据科学(荣誉)理学士,Computer Science and Information Technology,计算机科学及信息科技,3
2023/24,Hong Kong Shue Yan University,香港树仁大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Hons) in Counselling and Psychology,辅导及心理学(荣誉)社会科学学士,Social Sciences,社会科学,3
2023/24,Hong Kong Shue Yan University,香港树仁大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Hons) in Psychology,心理学(荣誉)社会科学学士,Social Sciences,社会科学,3
2023/24,Hong Kong Shue Yan University,香港树仁大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Hons) in Sociology,社会学(荣誉)社会科学学士,Social Sciences,社会科学,3
2023/24,Lingnan University - Lingnan Institute of Further Education,岭南大学持续进修学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Arts (History) Programme,人文学科（历史）副学士课程,Humanities,人文科学,2
2023/24,Lingnan University - Lingnan Institute of Further Education,岭南大学持续进修学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Business Studies (Business Management) Programme,商学(工商管理)副学士课程,Business and Management,商业及管理,2
2023/24,Lingnan University - Lingnan Institute of Further Education,岭南大学持续进修学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Social Sciences (Psychology) Programme,社会科学（心理学）副学士课程,Social Sciences,社会科学,2
2023/24,Lingnan University - Lingnan Institute of Further Education,岭南大学持续进修学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Sports Coaching and Leadership Programme,运动教练及领袖学高级文凭课程,Services,服务,2
2023/24,Lingnan University,岭南大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Animation and Digital Arts,动画及数码艺术（荣誉）文学士,"Arts, Design and Performing Arts",艺术、设计、表演艺术,4
2023/24,Lingnan University,岭南大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) - Risk and Insurance Management,工商管理（荣誉）学士 - 风险及保险管理,Business and Management,商业及管理,4
2023/24,Lingnan University,岭南大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Honours) in Business Psychology,商业心理学（荣誉）社会科学学士,Social Sciences,社会科学,4
2023/24,Lingnan University,岭南大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Hons) in Global Economics and Banking,环球经济与银行社会科学（荣誉）学士,Business and Management,商业及管理,4
2023/24,Lingnan University,岭南大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Animation and Digital Arts (Senior Year Entry),动画及数码艺术（荣誉）文学士,"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,Lingnan University,岭南大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Translation (Senior Year Entry),翻译（荣誉）文学士（自资）学位课程,Languages and Related Studies,语言及相关科目,2
2023/24,Lingnan University,岭南大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) - Risk and Insurance Management (Senior Year Entry),工商管理（荣誉）学士 - 风险及保险管理,Business and Management,商业及管理,2
2023/24,Lingnan University,岭南大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Honours) in Public Management and Smart Governance (Senior Year Entry),公共及智慧管理（荣誉）社会科学学士,Social Sciences,社会科学,2
2023/24,Lingnan University,岭南大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Honours) in Sports Coaching and Event Management (Senior Year Entry),运动教练学及盛事管理（荣誉）社会科学学士,Services,服务,2
2023/24,The Chinese University of Hong Kong - School of Continuing and Professional Studies,香港中文大学专业进修学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma Programme in Applied History Studies,应用历史学高级文凭课程,Humanities,人文科学,2
2023/24,The Chinese University of Hong Kong - School of Continuing and Professional Studies,香港中文大学专业进修学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma Programme in Applied Japanese Language,应用日语高级文凭课程,Languages and Related Studies,语言及相关科目,2
2023/24,The Chinese University of Hong Kong - School of Continuing and Professional Studies,香港中文大学专业进修学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma Programme in Applied Korean Language,应用韩语高级文凭课程,Languages and Related Studies,语言及相关科目,2
2023/24,The Chinese University of Hong Kong - School of Continuing and Professional Studies,香港中文大学专业进修学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma Programme in Applied Translation Studies,应用翻译高级文凭课程,Languages and Related Studies,语言及相关科目,2
2023/24,The Chinese University of Hong Kong - School of Continuing and Professional Studies,香港中文大学专业进修学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma Programme in Chinese,中文高级文凭课程,Languages and Related Studies,语言及相关科目,2
2023/24,The Chinese University of Hong Kong - School of Continuing and Professional Studies,香港中文大学专业进修学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma Programme in Computer Game Development,计算机游戏开发高级文凭课程,Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,The Chinese University of Hong Kong - School of Continuing and Professional Studies,香港中文大学专业进修学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma Programme in Early Childhood Education,幼儿教育高级文凭课程,Education,教育,2
2023/24,The Chinese University of Hong Kong - School of Continuing and Professional Studies,香港中文大学专业进修学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma Programme in English Studies,英文高级文凭课程,Languages and Related Studies,语言及相关科目,2
2023/24,The Chinese University of Hong Kong - School of Continuing and Professional Studies,香港中文大学专业进修学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma Programme in Health Care,健康护理高级文凭课程,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,2
2023/24,The Chinese University of Hong Kong - School of Continuing and Professional Studies,香港中文大学专业进修学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma Programme in Multimedia and Creative Advertising,多媒体及创意广告高级文凭课程,Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,The Chinese University of Hong Kong - School of Continuing and Professional Studies,香港中文大学专业进修学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma Programme in Public Relations and Advertising,公关及广告高级文凭课程,"Mass Media and Communications, Journalism and Public Relations",大众传媒及传播、新闻及公共关系,2
2023/24,The Chinese University of Hong Kong - School of Continuing and Professional Studies,香港中文大学专业进修学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma Programme in Recreation and Leisure Management,康乐及休闲事务管理高级文凭课程,Services,服务,2
2023/24,The Chinese University of Hong Kong - School of Continuing and Professional Studies,香港中文大学专业进修学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma Programme in Social Work,社会工作高级文凭课程,Social Sciences,社会科学,2
2023/24,The Education University of Hong Kong,香港教育大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Health Education (Honours) Programme (Two-year Full-time),健康教育荣誉学士课程 (二年全日制),Education,教育,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Art and Design,艺术设计（荣誉）文学士,"Arts, Design and Performing Arts",艺术、设计、表演艺术,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Chinese,中文(荣誉)文学士,Languages and Related Studies,语言及相关科目,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Convergent Media and Communication Technology,融合媒体及传播科技(荣誉)文学士,"Mass Media and Communications, Journalism and Public Relations",大众传媒及传播、新闻及公共关系,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Cultural and Creative Industries,文化及创意产业(荣誉)文学士,"Arts, Design and Performing Arts",艺术、设计、表演艺术,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in English,英国语文(荣誉)学士,Languages and Related Studies,语言及相关科目,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Psychology,心理学（荣誉）文学士,Humanities,人文科学,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in  Financial Analysis and FinTech,金融分析及金融科技工商管理（荣誉）学士,Business and Management,商业及管理,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Corporate Governance and Compliance,企业管治与合规工商管理(荣誉)学士,Business and Management,商业及管理,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Economics,经济学工商管理（荣誉）学士,Business and Management,商业及管理,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Finance and Banking,金融及银行学工商管理(荣誉)学士,Business and Management,商业及管理,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in General Business,综合工商管理（荣誉）学士,Business and Management,商业及管理,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Global Business Management,环球商业管理工商管理(荣誉)学士,Business and Management,商业及管理,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Human Resource Management,人力资源管理工商管理（荣誉）学士,Business and Management,商业及管理,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Management,管理学工商管理(荣誉)学士,Business and Management,商业及管理,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Marketing,市场学工商管理(荣誉)学士,Business and Management,商业及管理,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Professional Accountancy,专业会计学工商管理(荣誉)学士,Business and Management,商业及管理,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Supply Chain Management,供应链管理工商管理(荣誉)学士,Business and Management,商业及管理,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Journalism and Communication (Honours),新闻及传播 (荣誉) 学士,"Mass Media and Communications, Journalism and Public Relations",大众传媒及传播、新闻及公共关系,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Management Science and Information Management (Honours),管理科学与信息管理(荣誉)学士,Business and Management,商业及管理,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Actuarial Studies and Insurance,精算及保险(荣誉)理学士,Sciences,理学科,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Applied Computing,计算器应用(荣誉)理学士,Computer Science and Information Technology,计算机科学及信息科技,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Data Science and Business Intelligence,数据科学及商业智能学(荣誉)理学士,Sciences,理学科,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Honours) in Asian Studies,亚洲研究(荣誉)社会科学学士,Social Sciences,社会科学,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,"Bachelor of Social Sciences (Honours) in Philosophy, Politics and Economics",哲学、政治与经济（荣誉）社会科学学士,Humanities,人文科学,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Translation with Business (Honours),商务翻译 (荣誉) 学士,Languages and Related Studies,语言及相关科目,4
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Art and Design- Year 2 Entry,艺术设计（荣誉）文学士-第二年,"Arts, Design and Performing Arts",艺术、设计、表演艺术,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Art and Design- Year 3 Entry,艺术设计（荣誉）文学士-第三年,"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Chinese - Year 3 Entry,中文(荣誉)文学士 - 第三年,Languages and Related Studies,语言及相关科目,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Convergent Media and Communication Technology - Year 2 Entry,融合媒体及传播科技(荣誉)文学士-第二年,"Mass Media and Communications, Journalism and Public Relations",大众传媒及传播、新闻及公共关系,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Convergent Media and Communication Technology - Year 3 Entry,融合媒体及传播科技(荣誉)文学士-第三年,"Mass Media and Communications, Journalism and Public Relations",大众传媒及传播、新闻及公共关系,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Cultural and Creative Industries - Year 2 Entry,文化及创意产业(荣誉)文学士 - 第二年,"Arts, Design and Performing Arts",艺术、设计、表演艺术,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Cultural and Creative Industries - Year 3 Entry,文化及创意产业(荣誉)文学士 - 第三年,"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in English - Year 2 Entry,英国语文(荣誉)学士 - 第二年,Languages and Related Studies,语言及相关科目,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in English - Year 3 Entry,英国语文(荣誉)学士 - 第三年,Languages and Related Studies,语言及相关科目,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Psychology - Year 3 Entry,心理学（荣誉）文学士 - 第三年,Humanities,人文科学,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Corporate Governance and Compliance - Year 2 Entry,企业管治与合规工商管理(荣誉)学士-第二年,Business and Management,商业及管理,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Corporate Governance and Compliance - Year 3 Entry,企业管治与合规工商管理(荣誉)学士-第三年,Business and Management,商业及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Economics - Year 3 Entry,经济学工商管理（荣誉）学士-第三年,Business and Management,商业及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Finance and Banking - Year 3 Entry,金融及银行学工商管理(荣誉)学士 - 第三年,Business and Management,商业及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Financial Analysis - Year 3 Entry,金融分析工商管理(荣誉)学士 - 第三年,Business and Management,商业及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in General Business - Year 3 Entry,综合工商管理（荣誉）学士-第三年,Business and Management,商业及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Global Business Management - Year 2 Entry,环球商业管理工商管理(荣誉)学士-第二年,Business and Management,商业及管理,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Human Resource Management - Year 2 Entry,人力资源管理工商管理（荣誉）学士 - 第二年,Business and Management,商业及管理,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Human Resource Management - Year 3 Entry,人力资源管理工商管理（荣誉）学士 - 第三年,Business and Management,商业及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Management - Year 2 Entry,管理学工商管理(荣誉)学士 - 第二年,Business and Management,商业及管理,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Management - Year 3 Entry,管理学工商管理(荣誉)学士 - 第三年,Business and Management,商业及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Marketing - Year 2 Entry,市场学工商管理(荣誉)学士-第二年,Business and Management,商业及管理,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Marketing - Year 3 Entry,市场学工商管理(荣誉)学士-第三年,Business and Management,商业及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Professional Accountancy - Year 2 Entry,专业会计学工商管理(荣誉)学士-第二年,Business and Management,商业及管理,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Professional Accountancy - Year 3 Entry,专业会计学工商管理(荣誉)学士-第三年,Business and Management,商业及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Supply Chain Management - Year 3 Entry,供应链管理工商管理 (荣誉) 学士 - 第三年,Business and Management,商业及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Journalism and Communication (Honours) - Year 2 Entry,新闻及传播 (荣誉) 学士 - 第二年,"Mass Media and Communications, Journalism and Public Relations",大众传媒及传播、新闻及公共关系,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Journalism and Communication (Honours) - Year 3 Entry,新闻及传播 (荣誉) 学士 - 第三年,"Mass Media and Communications, Journalism and Public Relations",大众传媒及传播、新闻及公共关系,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Management Science and Information Management (Honours) - Year 3 Entry,管理科学与信息管理(荣誉)学士 - 第三年,Business and Management,商业及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Actuarial Studies and Insurance - Year 2 Entry,精算及保险(荣誉)理学士-第二年,Sciences,理学科,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Actuarial Studies and Insurance - Year 3 Entry,精算及保险(荣誉)理学士-第三年,Sciences,理学科,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Applied Computing - Year 3 Entry,计算器应用(荣誉)理学士 - 第三年,Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Data Science and Business Intelligence - Year 3 Entry,数据科学及商业智能学(荣誉)理学士 - 第三年,Sciences,理学科,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Honours) in Asian Studies - Year 2 Entry,亚洲研究(荣誉)社会科学学士 - 第二年,Social Sciences,社会科学,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Honours) in Asian Studies - Year 3 Entry,亚洲研究(荣誉)社会科学学士 - 第三年,Social Sciences,社会科学,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,"Bachelor of Social Sciences (Honours) in Philosophy, Politics and Economics - Year 2 Entry",哲学、政治与经济（荣誉）社会科学学士 - 第二年,Humanities,人文科学,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,"Bachelor of Social Sciences (Honours) in Philosophy, Politics and Economics - Year 3 Entry",哲学、政治与经济（荣誉）社会科学学士 - 第三年,Humanities,人文科学,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Translation with Business (Honours) - Year 3 Entry,商务翻译 (荣誉) 学士 - 第三年,Languages and Related Studies,语言及相关科目,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Applied Social Sciences,应用社会科学副学士,Social Sciences,社会科学,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Applied Social Sciences (Counselling for Social Services),应用社会科学副学士 (社会服务辅导),Social Sciences,社会科学,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Applied Social Sciences (Psychology),应用社会科学副学士 (心理学),Social Sciences,社会科学,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Applied Social Sciences (Social Policy and Administration),应用社会科学副学士 (社会政策及行政),Social Sciences,社会科学,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Applied Social Sciences (Sociology and Culture),应用社会科学副学士 (社会学及文化),Social Sciences,社会科学,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Business,工商业副学士,Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Business (Accounting),工商业副学士 (会计),Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Business (Business Management),工商业副学士 (商业管理),Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Business (Finance),工商业副学士 (金融),Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Business (Hospitality Management),工商业副学士 (酒店管理),Services,服务,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Business (Human Resources Management),工商业副学士 (人力资源管理),Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Business (International Business),工商业副学士 (国际商业),Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Business (Logistics and Supply Chain Management),工商业副学士 (物流及供应链管理),Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Business (Marketing),工商业副学士 (市场学),Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Business (Tourism Management),工商业副学士 (旅游管理),Services,服务,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Chinese Language and Literature,中国语言及文学副学士,Languages and Related Studies,语言及相关科目,2
