日期,最新值,涨跌幅,近3月涨跌幅,近6月涨跌幅,近1年涨跌幅,近2年涨跌幅,近3年涨跌幅
2006-12-14,2919,0.65517241,1.00346021,40.9464027,,,
2006-12-15,2938,0.65090785,1.03163686,40.23866348,,,
2006-12-18,2952,0.47651464,1.06128038,40.37089872,,,
2006-12-19,2961,0.30487805,0.6800408,40.33175355,,,
2006-12-20,2965,0.1350895,0.27054447,39.59510358,,,
2006-12-21,2974,0.30354132,0.642978,40.01883239,,,
2006-12-22,2989,0.50437122,1.45960625,38.63636364,,,
2007-01-02,2991,0.06691201,5.02106742,34.30624158,,,
2007-01-03,2987,-0.13373454,4.95432186,33.52704515,64.211105,,
2007-01-04,2988,0.03347841,4.87890488,33.57174788,64.26608026,,
2007-01-05,2989,0.0334672,4.62023101,32.72646536,63.78082192,,
2007-01-08,2992,0.10036802,4.32357043,33.03690529,63.94520548,,
2007-01-09,2998,0.20053476,4.35085277,33.30369053,65.27012128,,
2007-01-10,3010,0.40026684,4.260478,33.77777778,65.93164278,,
2007-01-11,3039,0.96345515,4.86542443,35.06666667,70.34753363,,
2007-01-12,3056,0.55939454,4.72926662,36.73378076,73.73507675,,
2007-01-15,3060,0.13089005,4.36562074,36.85152057,73.96247868,,
2007-01-16,3053,-0.22875817,3.80822849,36.53846154,78.95662368,,
2007-01-17,3034,-0.62233868,2.95215473,35.14476615,77.84290739,,
2007-01-18,3002,-1.05471325,1.9701087,33.71937639,80.62575211,,
2007-01-19,2971,-1.0326449,1.4339365,31.57661647,81.37973138,,
2007-01-22,2936,-1.17805453,0.65135413,28.32167832,79.24297924,,
2007-01-23,2907,-0.98773842,-0.10309278,27.0541958,83.29129887,,
2007-01-24,2891,-0.5503956,-0.27595723,25.80504787,82.28247163,,
2007-01-25,2871,-0.69180214,-0.48526863,24.93472585,81.02143758,,
2007-01-26,2852,-0.66179032,-0.34940601,23.30306961,79.82345523,,
2007-01-29,2833,-0.66619916,-0.03528582,22.21742882,78.62547289,,
2007-01-30,2820,-0.45887752,0.17761989,21.65660052,77.80580076,,
2007-01-31,2808,-0.42553191,0.35739814,20.41166381,77.04918033,,
2007-02-01,2796,-0.42735043,0.28694405,19.89708405,76.2925599,,
2007-02-02,2785,-0.39341917,0.10783609,17.80879865,93.13453537,,
2007-02-05,2776,-0.32315978,0.07209805,14.90066225,92.51040222,,
2007-02-06,2763,-0.46829971,-0.32467532,14.36258278,89.76648352,,
2007-02-07,2755,-0.28954035,-0.57740888,12.90983607,89.21703297,,
2007-02-08,2744,-0.39927405,-0.90285302,12.45901639,86.03389831,,
2007-02-09,2737,-0.25510204,-1.08420672,9.87555199,84.682861,,
2007-02-12,2732,-0.18268177,-1.33622246,7.68624359,84.34547908,,
2007-02-13,2740,0.29282577,-1.0473095,8.00157667,81.57720345,,
2007-02-14,2755,0.54744526,-0.43368269,8.03921569,82.57123923,,
2007-02-15,2772,0.61705989,0.3257329,8.70588235,81.88976378,,
2007-02-16,2795,0.82972583,1.04844541,6.72012218,82.20338983,,
2007-02-19,2812,0.60822898,1.55290719,6.27362056,83.31160365,,
2007-02-20,2829,0.60455192,2.1299639,6.91609977,80.651341,,
2007-02-21,2845,0.56557087,2.81893748,7.52078609,81.67305236,,
2007-02-22,2859,0.49209139,3.10133429,8.21347464,80.15122873,,
2007-02-23,2876,0.5946135,3.60230548,8.93939394,81.4511041,,
2007-02-26,2905,1.00834492,4.72242249,9.87140696,83.2807571,,
2007-02-27,2920,0.51635112,5.45323221,10.4387292,83.53236958,,
2007-02-28,2944,0.82191781,5.67121321,10.13842125,85.04085481,,
2007-03-01,2973,0.98505435,6.48280802,10.76751118,85.58052434,,
2007-03-02,3005,1.07635385,7.62893983,11.95976155,86.18339529,,
2007-03-05,3028,0.76539101,7.95008913,9.9092559,86.10940381,,
2007-03-06,3048,0.66050198,8.35407039,10.51486584,86.76470588,,
2007-03-07,3077,0.95144357,8.80480905,10.88288288,88.54166667,,
2007-03-08,3127,1.62495938,9.75780976,12.5224901,89.28571429,,
2007-03-09,3176,1.56699712,11.47771148,14.28571429,89.72520908,,
2007-03-12,3228,1.6372796,11.92787795,14.02331332,91.34558388,,
2007-03-13,3285,1.76579926,13.27586207,14.73978344,92.6686217,,
2007-03-14,3333,1.46118721,14.18293936,15.32871972,95.48387097,,
2007-03-15,3363,0.90009001,14.46562287,15.64649243,93.27586207,,
2007-03-16,3374,0.32708891,14.84002723,16.02475928,93.35243553,,
2007-03-19,3380,0.17783047,14.15062479,14.92689561,93.58533792,,
2007-03-20,3394,0.41420118,14.4688027,14.77849171,94.053745,,
2007-03-21,3412,0.53034767,14.72763954,15.46531303,95.08290452,,
2007-03-22,3426,0.41031653,14.62027434,16.29327902,95.32497149,,
2007-03-23,3437,0.32107414,14.9882904,16.66666667,95.72892938,,
2007-03-26,3446,0.26185627,15.28939445,18.54145167,96.24145786,,
2007-03-27,3453,0.20313407,15.52358648,19.52232606,95.97048808,,
2007-03-28,3464,0.31856357,15.89160254,21.07654666,96.59477866,,
2007-03-29,3476,0.34642032,16.29307461,21.49598043,97.5,,
2007-03-30,3482,0.1726122,16.49381064,21.70569731,97.50425411,,
2007-04-02,3489,0.20103389,16.64994985,22.50702247,97.90130459,,
2007-04-03,3494,0.14330754,16.97355206,22.76879831,97.62443439,,
2007-04-04,3503,0.25758443,17.2356091,22.95542296,98.13348416,,
2007-04-05,3514,0.31401656,17.56440281,22.99614981,97.52670039,,
2007-04-10,3530,0.45532157,17.27574751,22.27225494,95.45957918,,
2007-04-11,3547,0.4815864,16.71602501,22.394755,96.40088594,,
2007-04-12,3577,0.84578517,17.04842932,22.58396162,95.67833698,,
2007-04-13,3613,1.00642997,18.22643979,23.22646658,96.14549403,,
2007-04-16,3639,0.71962358,19.19423518,23.73342401,97.55700326,,
2007-04-17,3657,0.49464138,20.53394858,24.09229725,98.53420195,,
2007-04-18,3686,0.79299973,22.78481013,25.20380435,99.67497291,,
2007-04-19,3727,1.11231687,25.44597779,27.24479344,100.59203445,,
2007-04-20,3765,1.0195868,26.72500841,29.07096332,101.12179487,,
2007-04-23,3799,0.90305445,30.68455452,30.54982818,101.53846154,,
2007-04-24,3828,0.76335878,32.41093047,32.04553294,102.43257536,,
2007-04-25,3867,1.01880878,34.69174504,34.03812825,103.84818134,,
2007-04-26,3919,1.34471166,37.41234222,36.93221523,106.15465544,,
2007-04-27,3965,1.17376882,39.02524544,39.90825688,108.13648294,,
2007-04-30,4005,1.00882724,42.62820513,43.13795568,110.23622047,,
2007-05-01,4024,0.47440699,43.91988555,44.33285509,111.2335958,,
2007-05-02,4039,0.37276342,45.02692998,45.18332135,112.02099738,,
2007-05-03,4056,0.42089626,45.63734291,46.2148522,113.81128097,,
2007-05-04,4085,0.71499014,46.67863555,47.26027397,115.56728232,,
2007-05-07,4085,0.0,48.27586207,47.41970408,115.56728232,,
2007-05-08,4134,1.1995104,50.65597668,49.29577465,115.98746082,,
2007-05-09,4182,1.16110305,52.79503106,51.13841706,118.49529781,,
2007-05-10,4225,1.02821616,54.36609426,52.58215962,118.34625323,,
2007-05-11,4254,0.68639053,55.42564852,53.62946912,118.93978384,,
2007-05-14,4280,0.61118947,55.353902,54.68015902,120.27792074,,
2007-05-15,4303,0.53738318,55.23088023,55.73651828,120.32770097,,
2007-05-16,4310,0.1626772,54.2039356,55.82067968,119.11540417,,
2007-05-17,4292,-0.41763341,53.55992844,55.00180571,118.20030503,,
