股票代码,股票简称,关注,最新价
SZ002205,国统股份,963,6.97
SZ301337,亚华电子,962,31.71
SH603133,*ST碳元,960,2.31
SZ300890,翔丰华,958,30.29
SZ002981,朝阳科技,957,27.95
SH600283,钱江水利,957,13.02
SH601001,晋控煤业,957,14.68
SZ301131,聚赛龙,956,34.24
SZ002383,合众思壮,956,6.43
SZ002957,科瑞技术,956,14.24
SH688776,国光电气,956,60.41
SZ000700,模塑科技,955,6.44
SH603002,宏昌电子,955,4.56
SH600742,一汽富维,954,8.56
SH600882,妙可蓝多,954,12.44
SH600246,万通发展,952,6.95
SH603318,水发燃气,952,6.06
SH600540,新赛股份,950,3.73
SZ002610,爱康科技,950,1.67
SZ301211,亨迪药业,949,16.77
SH603682,锦和商管,948,4.26
SH688520,神州细胞-U,948,46.41
SZ001323,慕思股份,946,32.18
SZ002922,伊戈尔,945,16.67
SH600755,厦门国贸,945,7.26
SZ002677,浙江美大,944,9.47
SZ300353,东土科技,943,8.37
SH605168,三人行,942,54.8
SZ300525,博思软件,942,12.77
SZ301469,恒达新材,942,24.3
SZ002961,瑞达期货,941,11.75
SZ301310,鑫宏业,941,34.92
SZ000887,中鼎股份,941,12.73
BJ835185,贝特瑞,941,19.28
SH603107,上海汽配,940,21.25
SZ002875,安奈儿,940,10.31
SZ300856,科思股份,939,79.69
SZ300832,新产业,939,68.92
SZ002885,京泉华,939,11.92
SZ301386,未来电器,938,20.86
SZ301099,雅创电子,938,40.83
SH600993,马应龙,937,26.85
SH600157,永泰能源,936,1.32
SZ002307,北新路桥,936,3.59
BJ430510,丰光精密,935,17.18
SH688521,芯原股份,935,30.78
SZ000950,重药控股,934,5.35
SZ002843,泰嘉股份,933,15.92
SZ300228,富瑞特装,932,7.54
SH603373,安邦护卫,932,33.74
SZ002384,东山精密,931,14.06
SH688292,浩瀚深度,930,18.37
SZ301533,威马农机,930,26.97
SH600971,恒源煤电,929,13.25
SZ300928,华安鑫创,927,31.72
SZ301096,百诚医药,926,68.6
SZ300778,新城市,926,12.59
SZ000014,沙河股份,925,10.73
SH600995,南网储能,925,9.68
BJ832982,锦波生物,925,215.47
SZ002903,宇环数控,924,17.09
SZ000738,航发控制,924,18.81
SZ002572,索菲亚,924,16.46
SZ300041,回天新材,924,7.84
SH688578,艾力斯,923,46.54
SZ301071,力量钻石,922,31.97
SZ002396,星网锐捷,921,16.48
SZ300123,亚光科技,921,5.37
SH601015,陕西黑猫,920,3.3
SH600197,伊力特,920,19.96
SZ300785,值得买,919,18.51
SH688333,铂力特,919,76.93
SH600580,卧龙电驱,919,15.11
SH603299,苏盐井神,918,8.63
SH603009,北特科技,917,15.31
SH688270,臻镭科技,916,43.85
SZ000797,中国武夷,915,2.33
SH600879,航天电子,915,7.86
SH605580,恒盛能源,914,9.85
SZ002389,航天彩虹,914,16.66
SZ300480,光力科技,913,15.75
SH688598,金博股份,912,37.41
SH600827,百联股份,911,8.18
SZ300377,赢时胜,910,5.92
SH601778,晶科科技,910,2.99
SH688366,昊海生科,910,93.07
SH603530,神马电力,909,18.59
SZ002701,奥瑞金,909,4.24
SZ300445,康斯特,908,18.32
SH600479,千金药业,906,11.55
SH603008,喜临门,905,16.86
SH600613,神奇制药,904,6.19
SZ300343,联创股份,904,5.2
SZ300919,中伟股份,904,49.16
SZ002813,路畅科技,903,26.92
SZ002891,中宠股份,903,25.08
SZ300057,万顺新材,903,4.38
SZ000888,峨眉山A,902,12.63
SH601100,恒立液压,901,51.69
SH688071,华依科技,901,26.9
SZ301151,冠龙节能,901,15.2
SZ300825,阿尔特,900,11.46
SZ002195,岩山科技,899,2.77
SH603195,公牛集团,899,107.61
BJ837592,华信永道,898,14.72
SH603125,常青科技,897,28.94
SH603906,龙蟠科技,897,8.38
SZ001311,多利科技,896,36.51
SH603616,韩建河山,895,3.46
SZ300073,当升科技,895,48.05
SZ000665,湖北广电,895,3.58
SZ300286,安科瑞,894,18.47
SH600201,生物股份,894,9.14
SZ002326,永太科技,894,8.85
SZ002444,巨星科技,894,25.23
SZ300888,稳健医疗,893,33.56
SZ300951,博硕科技,892,39.11
SZ301525,儒竞科技,891,59.68
SZ002783,凯龙股份,891,7.85
SZ002970,锐明技术,891,29.7
SZ002033,丽江股份,888,10.26
SZ001306,夏厦精密,887,60.65
SZ301320,豪江智能,886,14.25
SH601801,皖新传媒,886,6.95
SZ001338,永顺泰,885,10.4
SZ300303,聚飞光电,884,4.8
SZ002510,天汽模,883,3.89
SZ300964,本川智能,883,29.71
SH603267,鸿远电子,883,33.2
SH600728,佳都科技,883,4.73
SH603860,中公高科,883,29.05
SZ300798,锦鸡股份,882,7.06
SH603439,贵州三力,882,15.09
SZ300446,航天智造,881,15.63
SZ002248,华东数控,878,6.02
SH688617,惠泰医疗,878,469.84
SH603557,ST起步,878,1.56
SH688035,德邦科技,878,32.2
SZ301207,华兰疫苗,877,23.03
SZ300238,冠昊生物,877,9.15
SZ300068,南都电源,877,9.41
SH600012,皖通高速,876,14.68
SH600143,金发科技,876,7.01
SH688416,恒烁股份,876,37.15
SZ002548,金新农,876,4.01
SH600718,东软集团,876,7.94
SH603800,道森股份,875,21.84
SZ301095,广立微,875,49.71
SZ000413,东旭光电,873,1.48
SH603313,梦百合,873,8.45
SH603052,可川科技,873,33.07
SH605077,华康股份,872,21.09
SZ300134,大富科技,872,7.71
SZ300629,新劲刚,872,20.19
SH603825,华扬联众,872,8.75
SZ300368,汇金股份,871,4.72
SZ002513,蓝丰生化,871,3.85
SZ002197,证通电子,869,8.01
SH688696,极米科技,868,90.19
SZ002561,徐家汇,867,8.03
SH600305,恒顺醋业,867,7.93
SZ301225,恒勃股份,865,26.0
SH600208,新湖中宝,865,2.0
SZ002437,誉衡药业,865,2.0
SZ002245,蔚蓝锂芯,865,7.96
SZ002137,实益达,863,4.88
SZ002750,龙津药业,863,5.72
SH600777,新潮能源,862,2.27
SH600216,浙江医药,862,9.1
SZ002043,兔宝宝,862,9.87
SH603999,读者传媒,861,5.39
SH688277,天智航-U,861,8.24
SZ300786,国林科技,861,10.81
SZ301251,威尔高,860,26.78
SH688095,福昕软件,860,52.6
SZ002474,榕基软件,860,4.9
SZ300087,荃银高科,860,7.85
SZ002166,莱茵生物,860,7.14
SZ000592,平潭发展,859,1.89
SZ000555,神州信息,859,11.06
SH600425,青松建化,859,3.67
SZ000591,太阳能,858,5.01
BJ873693,阿为特,858,21.87
SZ301230,泓博医药,856,30.96
SZ300978,东箭科技,855,10.35
SH600529,山东药玻,854,28.47
SH688139,海尔生物,853,34.35
SH603335,迪生力,852,4.58
SH688506,百利天恒-U,852,136.92
SZ300797,钢研纳克,852,10.82
SZ300861,美畅股份,852,25.17
SZ300551,古鳌科技,852,9.19
SZ000878,云南铜业,852,13.69
SH688039,当虹科技,851,24.29
SZ301380,挖金客,851,32.9
SZ000402,金融街,851,2.71
SZ000993,闽东电力,850,9.33
SZ301498,乖宝宠物,849,53.79
SH688275,万润新能,849,39.45
SZ301226,祥明智能,849,15.5
SZ002446,盛路通信,848,6.52
SZ002967,广电计量,848,15.47
SZ002877,智能自控,848,8.13
SZ002213,大为股份,847,10.57
SH601128,常熟银行,847,7.46
SH688120,华海清科,846,159.07
SZ301050,雷电微力,846,49.97
SZ001380,华纬科技,846,28.09
SZ002216,三全食品,845,12.53
SH603801,志邦家居,845,13.74
SH600038,中直股份,844,43.12
SZ301110,青木股份,844,36.55
SH603885,吉祥航空,843,12.35
SZ300948,冠中生态,843,9.61
SZ000881,中广核技,843,6.83
SZ002762,金发拉比,843,6.11
SZ000989,九芝堂,842,8.64
SH601126,四方股份,842,15.7
SH601577,长沙银行,840,7.99
SZ300747,锐科激光,839,20.07
SH603138,海量数据,839,12.62
SZ002060,广东建工,838,4.14
SH688590,新致软件,838,15.87
SZ300809,华辰装备,838,22.65
SZ000798,中水渔业,838,6.49
SZ301208,中亦科技,837,28.88
SZ301369,联动科技,837,40.32
SH603607,京华激光,836,13.35
SZ300260,新莱应材,836,24.42
SH603169,兰石重装,835,5.05
SZ002649,博彦科技,835,10.01
SH601606,长城军工,835,10.67
SZ301210,金杨股份,835,30.7
SZ000099,中信海直,834,21.97
SZ003031,中瓷电子,834,62.28
SZ002327,富安娜,834,10.87
SZ000518,四环生物,832,2.08
SZ300580,贝斯特,832,27.14
SH600601,方正科技,831,2.37
SZ002673,西部证券,830,6.96
SH605555,德昌股份,830,19.55
SH688018,乐鑫科技,830,100.81
SH603305,旭升集团,829,13.21
SH600392,盛和资源,829,9.71
SH605296,神农集团,829,37.98
SH603015,弘讯科技,828,7.78
SZ000767,晋控电力,828,2.4
SZ300341,麦克奥迪,827,9.01
SZ300530,领湃科技,827,17.31
SZ300968,格林精密,827,8.16
SH601958,金钼股份,826,11.85
SZ002773,康弘药业,826,18.14
SH688261,东微半导,825,50.36
SH600530,ST交昂,825,1.86
SZ301327,华宝新能,825,51.96
SZ002311,海大集团,825,49.26
SH688408,中信博,824,82.07
SH603663,三祥新材,824,16.92
SH603110,东方材料,823,15.15
SZ002080,中材科技,823,16.66
SH601298,青岛港,823,8.32
SH600829,人民同泰,823,6.32
SZ301302,华如科技,822,18.81
SZ300520,科大国创,822,15.66
SZ300873,海晨股份,820,16.86
SH603186,华正新材,819,21.91
SZ002626,金达威,819,13.73
SZ301022,海泰科,819,25.17
SZ300460,惠伦晶体,818,7.67
SZ000812,陕西金叶,818,3.95
SZ300108,ST吉药,818,1.73
SZ002087,*ST新纺,817,0.54
SH603199,九华旅游,817,35.39
SZ300748,金力永磁,815,14.43
SZ002852,道道全,815,7.69
SH605228,神通科技,815,10.58
SZ300489,光智科技,815,19.85
SH688591,泰凌微,815,18.43
SZ300177,中海达,814,4.89
SH603828,柯利达,814,2.39
SH688677,海泰新光,813,40.91
SZ300755,华致酒行,813,16.26
SZ002609,捷顺科技,813,8.36
SZ002349,精华制药,812,7.65
SH600892,大晟文化,812,4.73
SZ002827,高争民爆,812,14.24
SH603636,南威软件,812,9.03
SH600172,黄河旋风,811,2.69
SZ002990,盛视科技,811,22.51
SZ002426,胜利精密,811,1.43
SH600211,西藏药业,811,47.47
SZ000428,华天酒店,810,3.25
SZ002186,全聚德,809,9.89
SH601618,中国中冶,808,3.31
SH600684,珠江股份,808,2.66
SH603050,科林电气,807,28.39
SZ300523,辰安科技,807,18.69
SZ300979,华利集团,807,62.24
SH600622,光大嘉宝,807,2.1
SZ000969,安泰科技,806,8.61
SZ000537,中绿电,806,9.29
SZ002431,棕榈股份,806,1.93
SZ002848,高斯贝尔,806,7.48
SZ001330,博纳影业,805,5.81
SH601118,海南橡胶,805,4.82
SH600877,电科芯片,805,11.5
SZ300977,深圳瑞捷,804,14.88
SZ002796,世嘉科技,803,8.53
SZ002886,沃特股份,803,14.33
SH688228,开普云,802,44.52
SZ301515,港通医疗,802,20.53
SH605167,利柏特,802,8.7
SH601229,上海银行,801,6.98
SZ000739,普洛药业,800,13.47
SH600015,华夏银行,800,6.77
SZ300008,天海防务,800,3.7
SH601528,瑞丰银行,800,4.93
SZ000638,万方发展,800,4.28
SZ000722,湖南发展,800,9.25
SH600053,九鼎投资,799,13.93
SZ300490,华自科技,799,8.04
SZ002946,新乳业,798,10.15
SZ300398,飞凯材料,797,10.78
SZ000976,ST华铁,797,0.86
SZ002749,国光股份,796,15.31
SZ301332,德尔玛,796,11.29
SZ000636,风华高科,796,11.6
SH688066,航天宏图,796,22.97
SZ301239,普瑞眼科,795,47.58
SH600236,桂冠电力,794,6.24
SZ000637,ST实华,793,3.12
SH600282,南钢股份,792,5.25
SH688029,南微医学,791,67.07
SZ002056,横店东磁,791,13.47
SZ301025,读客文化,791,11.32
SH600223,福瑞达,791,7.95
SZ002341,新纶新材,791,2.73
SZ002577,雷柏科技,791,12.66
SZ002532,天山铝业,791,6.97
SZ300481,濮阳惠成,790,13.35
SZ301048,金鹰重工,790,9.07
SH688328,深科达,789,15.3
SH605162,新中港,789,7.06
SZ001236,弘业期货,789,8.98
SZ002653,海思科,789,26.84
SZ300106,西部牧业,788,6.51
SZ300443,金雷股份,788,17.74
SZ301129,瑞纳智能,787,15.95
SH600128,苏豪弘业,787,7.04
SZ002583,海能达,786,3.8
SH600759,ST洲际,786,2.75
SZ002032,苏泊尔,784,59.17
SH601083,锦江航运,784,10.47
SZ000035,中国天楹,784,4.39
SH600596,新安股份,784,8.12
SZ000713,丰乐种业,784,6.15
SH601117,中国化学,784,6.95
SZ002211,宏达新材,783,2.96
SH600850,电科数字,783,19.23
SZ300911,亿田智能,783,28.55
SH601006,大秦铁路,783,7.49
SH603803,瑞斯康达,782,6.09
SH603768,常青股份,782,13.6
SZ300969,恒帅股份,781,78.5
SZ301101,明月镜片,781,25.91
SH603233,大参林,781,20.35
SZ000838,财信发展,780,2.71
SH600271,航天信息,780,9.18
SZ002145,中核钛白,780,4.38
SZ002534,西子洁能,779,9.36
SZ002520,日发精机,778,5.02
SZ301376,致欧科技,778,26.06
SH600888,新疆众和,778,7.85
SH601068,中铝国际,778,4.54
SZ300716,泉为科技,777,7.73
SZ300925,法本信息,777,8.87
SH688569,铁科轨道,777,24.73
SH600845,宝信软件,776,40.25
SZ300507,苏奥传感,776,5.09
SZ300029,ST天龙,776,3.57
SZ301266,宇邦新材,775,34.26
SZ000050,深天马A,775,7.51
SZ002661,克明食品,774,7.06
SZ301517,陕西华达,774,49.66
SZ002689,远大智能,773,3.24
SH605333,沪光股份,773,24.02
SZ300936,中英科技,773,33.8
SH600131,国网信通,772,17.14
SH600875,东方电气,772,17.55
SZ301261,恒工精密,772,43.33
SH605178,时空科技,771,14.13
SH688108,赛诺医疗,771,10.87
SZ000151,中成股份,770,9.91
SH600595,中孚实业,770,3.57
SZ301179,泽宇智能,769,22.35
SH600903,贵州燃气,769,6.95
SZ301170,锡南科技,768,22.8
SZ301330,熵基科技,768,25.17
SZ301015,百洋医药,767,30.08
SZ300997,欢乐家,767,15.38
SZ300340,科恒股份,767,7.41
SZ002529,海源复材,767,6.32
SZ002791,坚朗五金,766,30.95
SH688499,利元亨,766,27.43
SZ300648,星云股份,766,17.59
SH600658,电子城,766,3.41
SZ001201,东瑞股份,766,20.03
SZ000501,武商集团,766,7.18
SZ002339,积成电子,765,5.78
SZ300206,理邦仪器,765,9.41
SH603777,来伊份,764,10.65
SZ300442,润泽科技,764,30.2
SH600376,首开股份,763,2.32
SZ300614,百川畅银,763,10.43
SH601005,重庆钢铁,763,1.24
SZ002582,好想你,763,6.41
SH603788,宁波高发,762,13.15
SZ002895,川恒股份,762,19.09
SH600825,新华传媒,762,4.4
SZ301234,五洲医疗,762,22.73
SZ000049,德赛电池,761,20.07
SH600071,凤凰光学,760,17.1
SZ300428,立中集团,760,19.02
SZ002403,爱仕达,760,7.08
SH600729,重庆百货,760,26.3
SZ002563,森马服饰,759,6.24
SH600008,首创环保,759,2.85
SH688326,经纬恒润-W,759,60.51
SZ002413,雷科防务,758,4.44
SH600576,祥源文旅,758,5.58
SZ300982,苏文电能,758,17.17
SH688507,索辰科技,758,83.43
SH688595,芯海科技,758,27.07
SZ002330,得利斯,758,4.03
SZ300037,新宙邦,757,30.64
SH603927,中科软,757,28.23
SH688772,珠海冠宇,757,11.65
SZ300613,富瀚微,757,31.75
SH605338,巴比食品,756,16.27
SH688331,荣昌生物,756,54.35
SZ002363,隆基机械,756,6.35
SH603887,城地香江,756,4.97
SH600787,中储股份,755,5.08
SZ301152,天力锂能,755,22.84
SH688065,凯赛生物,755,40.31
SH688208,道通科技,754,24.39
SZ002402,和而泰,754,11.54
SH600803,新奥股份,754,18.6
SZ000997,新大陆,753,17.66
SZ002039,黔源电力,752,16.98
SH600966,博汇纸业,752,5.13
SZ002138,顺络电子,751,24.56
SH600603,广汇物流,751,7.16
SH600960,渤海汽车,751,3.16
SZ002643,万润股份,750,11.0
SH688592,司南导航,750,38.84
SZ301379,天山电子,750,23.92
SZ001360,南矿集团,748,13.8
SH600056,中国医药,748,10.87
SZ002420,毅昌科技,748,5.49
SZ002983,芯瑞达,748,21.78
SZ301528,多浦乐,748,47.59
SH600390,五矿资本,748,4.42
SZ000623,吉林敖东,748,14.74
SH600936,广西广电,748,2.51
SH688238,和元生物,748,5.23
SZ000996,*ST中期,747,1.55
SZ301419,阿莱德,747,27.9
SH688549,中巨芯-U,747,5.9
SZ002780,三夫户外,747,11.4
SH601198,东兴证券,746,8.03
SZ301288,清研环境,746,13.66
SH600328,中盐化工,745,7.35
SH600391,航发科技,745,16.52
SZ300400,劲拓股份,745,10.6
SH688515,裕太微-U,743,63.83
SZ301137,哈焊华通,742,14.05
SZ000630,铜陵有色,742,3.85
SZ002461,珠江啤酒,742,8.11
SH688082,盛美上海,741,81.66
SZ002427,尤夫股份,741,3.4
SZ003009,中天火箭,741,44.66
SZ000701,厦门信达,740,4.17
SZ300600,国瑞科技,740,7.79
SZ301287,康力源,739,26.21
SH688662,富信科技,739,22.59
SZ002154,报喜鸟,738,5.56
SH603538,美诺华,738,12.51
SZ000982,中银绒业,737,1.04
SH688349,三一重能,736,26.88
SH688651,盛邦安全,736,28.45
SZ300222,科大智能,736,5.64
SZ301111,粤万年青,736,15.78
SZ000488,晨鸣纸业,735,3.78
SZ301511,德福科技,735,21.25
SH600499,科达制造,735,9.49
SZ300745,欣锐科技,734,14.9
SZ301277,新天地,734,18.3
SH603025,大豪科技,734,12.68
SZ301155,海力风电,732,42.28
SZ301383,天键股份,732,36.66
SZ300596,利安隆,732,27.02
SZ002621,美吉姆,731,1.5
BJ839493,并行科技,730,42.75
SZ301046,能辉科技,730,20.19
SH688031,星环科技-U,730,40.86
SZ002073,软控股份,730,8.7
SZ001322,箭牌家居,729,8.31
SZ300990,同飞股份,729,29.22
SH603045,福达合金,727,11.02
SZ300242,佳云科技,727,2.44
SH603075,热威股份,726,22.47
SZ301529,福赛科技,726,30.52
SZ000818,航锦科技,726,26.8
SZ300942,易瑞生物,725,6.84
SH600606,绿地控股,725,1.69
SZ000028,国药一致,725,35.14
SH600615,丰华股份,724,10.27
SH603990,麦迪科技,724,10.04
SZ301116,益客食品,724,9.06
SH688099,晶晨股份,724,52.5
SH600119,长江投资,724,6.28
SZ002068,黑猫股份,724,8.46
SH600730,中国高科,723,4.6
SH601077,渝农商行,723,4.56
SZ002026,山东威达,723,8.14
SH600416,湘电股份,723,12.48
SH600054,黄山旅游,723,12.92
SH600862,中航高科,723,19.02
SZ300588,熙菱信息,723,8.17
SZ002987,京北方,722,16.71
SH603920,世运电路,722,16.95
SH600103,青山纸业,721,2.06
SZ300628,亿联网络,720,36.45
SH603338,浙江鼎力,720,64.37
SH603097,江苏华辰,720,22.63
SH688550,瑞联新材,720,33.55
SZ001223,欧克科技,720,37.65
SH688320,禾川科技,720,26.82
SH601028,玉龙股份,720,10.84
SZ002933,新兴装备,719,27.89
SZ002171,楚江新材,719,8.11
SH600599,ST熊猫,719,11.58
SH601789,宁波建工,719,3.97
SH600929,雪天盐业,719,5.86
SZ300900,广联航空,718,30.89
SH688207,格灵深瞳,718,12.42
SZ301069,凯盛新材,718,14.54
SZ000966,长源电力,717,4.46
SZ002833,弘亚数控,717,20.89
SH688478,晶升股份,716,27.91
SZ301260,格力博,716,11.22
SH603713,密尔克卫,716,53.05
SH600171,上海贝岭,715,11.62
SZ300565,科信技术,714,10.28
SZ002163,海南发展,714,7.25
SZ301030,仕净科技,714,47.2
SH603567,珍宝岛,713,10.92
SZ301192,泰祥股份,713,14.26
SZ002841,视源股份,713,32.19
SZ000595,宝塔实业,713,4.11
SZ300116,保力新,712,0.73
SZ002726,龙大美食,712,6.89
SH688536,思瑞浦,711,92.0
SZ002675,东诚药业,711,12.76
SH688023,安恒信息,711,54.24
SZ002196,方正电机,710,5.17
SH688658,悦康药业,710,14.76
SZ002870,香山股份,709,31.88
SZ002037,保利联合,709,5.48
SH688205,德科立,709,39.53
SZ300878,维康药业,708,17.2
SZ300271,华宇软件,708,5.76
SH688052,纳芯微,708,95.47
SZ301021,英诺激光,708,16.39
SZ300505,川金诺,707,13.47
SZ300404,博济医药,707,6.93
SZ301397,溯联股份,706,33.6
SZ300761,立华股份,706,22.11
SZ000528,柳工,706,10.21
SH600764,中国海防,706,22.01
SH688114,华大智造,706,54.21
SZ002370,亚太药业,706,3.07
SZ002560,通达股份,705,5.83
SZ002947,恒铭达,705,31.2
SZ001238,浙江正特,704,20.1
SZ003011,海象新材,704,14.49
SZ002449,国星光电,703,6.68
SH600297,广汇汽车,703,1.4
SH603011,合锻智能,703,6.94
SH605598,上海港湾,702,17.34
SZ300009,安科生物,702,9.54
SZ301168,通灵股份,702,30.6
SZ300722,新余国科,702,21.81
SZ003000,劲仔食品,702,15.34
SH600655,豫园股份,701,5.71
SH601121,宝地矿业,701,6.58
SZ002820,桂发祥,700,8.57
SZ300434,金石亚药,700,8.37
SZ002041,登海种业,700,9.55
SZ002729,好利科技,700,11.55
SH688516,奥特维,699,88.96
SH688766,普冉股份,699,96.34
SZ001896,豫能控股,698,4.02
SZ300421,力星股份,698,8.15
SH688268,华特气体,697,46.78
SZ300738,奥飞数据,697,11.46
SZ001227,兰州银行,697,2.48
SH603129,春风动力,696,141.71
SH600456,宝钛股份,696,24.8
SH605589,圣泉集团,696,18.94
SZ002280,联络互动,696,1.88
SH600381,青海春天,695,4.27
SZ000530,冰山冷热,695,3.89
SH603132,金徽股份,695,13.45
SH600970,中材国际,695,12.53
SZ000090,天健集团,694,4.5
SZ301162,国能日新,694,40.98
SZ002053,云南能投,694,12.23
SH600710,苏美达,694,8.76
SZ002116,中国海诚,693,11.36
SZ002696,百洋股份,693,4.45
SH603396,金辰股份,691,35.84
SH688573,信宇人,691,20.7
SZ002927,泰永长征,690,13.98
SH688409,富创精密,690,63.19
SZ000703,恒逸石化,690,6.81
SH688311,盟升电子,689,25.25
SZ301213,观想科技,689,35.81
SZ301387,光大同创,688,40.26
SH603707,健友股份,688,12.77
SH688213,思特威-W,688,46.29
SZ300016,北陆药业,688,4.55
SZ300054,鼎龙股份,688,20.66
SZ002851,麦格米特,687,20.58
SZ002705,新宝股份,687,18.04
SH600295,鄂尔多斯,687,12.42
SZ002430,杭氧股份,687,30.4
SZ002898,赛隆药业,687,9.48
SZ002185,华天科技,687,7.45
SH603936,博敏电子,687,7.47
SZ000785,居然之家,686,2.86
SZ301456,盘古智能,686,23.93
SH600387,*ST海越,686,3.65
SH688019,安集科技,686,135.42
SZ000570,苏常柴A,685,4.75
SZ300158,振东制药,685,4.43
SZ300737,科顺股份,685,4.06
SH600816,建元信托,684,2.96
SH600963,岳阳林纸,684,4.52
SH688668,鼎通科技,683,51.0
SZ300579,数字认证,683,19.73
SZ300706,阿石创,683,17.45
SZ002308,威创股份,683,1.89
SZ002765,蓝黛科技,683,4.54
SH603982,泉峰汽车,683,9.25
SZ002272,川润股份,683,5.25
SZ300213,佳讯飞鸿,683,6.66
SZ300249,依米康,683,6.85
SZ301132,满坤科技,682,20.02
SZ002418,康盛股份,682,2.32
SH600061,国投资本,682,6.19
SZ300287,飞利信,681,2.66
SH688358,祥生医疗,681,31.29
SH600259,广晟有色,681,28.64
SH600475,华光环能,681,10.28
SH603077,和邦生物,681,1.96
SZ003029,吉大正元,680,20.41
SH688733,壹石通,680,18.54
SZ300468,四方精创,680,8.62
SH605089,味知香,680,27.78
SH603587,地素时尚,680,13.23
SZ002702,海欣食品,680,3.93
SH603883,老百姓,680,31.76
SZ001278,一彬科技,680,16.95
SZ300399,天利科技,680,9.56
SH600362,江西铜业,679,25.2
SH688636,智明达,679,35.88
SZ300767,震安科技,679,10.25
SH603708,家家悦,679,10.32
SZ300338,开元教育,679,2.96
SZ000987,越秀资本,678,5.54
SZ300466,赛摩智能,678,7.1
SZ000089,深圳机场,677,6.76
SH688548,广钢气体,677,9.41
SH601999,出版传媒,677,5.95
SZ300051,琏升科技,677,8.13
SZ002822,ST中装,677,1.52
SZ301004,嘉益股份,677,77.48
SZ002919,名臣健康,677,20.34
SZ002925,盈趣科技,677,14.53
SZ002478,常宝股份,676,6.34
SZ002971,和远气体,676,27.4
SH603871,嘉友国际,675,26.51
SH600287,江苏舜天,674,4.22
SH688305,科德数控,674,74.45
SH603297,永新光学,674,70.92
SZ301489,思泉新材,673,63.94
SH688222,成都先导,673,12.22
BJ873122,中纺标,673,48.75
SZ300892,品渥食品,673,14.5
SZ002647,仁东控股,673,4.04
SZ300258,精锻科技,673,9.75
SZ002656,ST摩登,673,1.25
SZ300301,*ST长方,672,1.37
SZ300300,海峡创新,672,2.41
SZ300245,天玑科技,671,5.55
SH603612,索通发展,671,12.94
SZ000926,福星股份,671,3.13
SZ002953,日丰股份,671,10.81
SH603899,晨光股份,670,34.62
SZ001203,大中矿业,670,10.18
SZ300753,爱朋医疗,669,11.32
SZ300727,润禾材料,669,23.36
SH601133,柏诚股份,669,10.49
SZ002660,茂硕电源,668,7.51
SH688582,芯动联科,668,31.81
SZ300560,中富通,668,13.57
SH600549,厦门钨业,668,18.79
SZ300792,壹网壹创,666,16.83
SZ000908,景峰医药,666,1.57
SH605090,九丰能源,666,25.58
SZ002955,鸿合科技,666,23.74
SH688665,四方光电,665,48.77
SZ300908,仲景食品,665,43.14
SH603877,太平鸟,665,14.73
SH601717,郑煤机,665,16.52
SH688800,瑞可达,665,27.94
SZ300463,迈克生物,665,12.11
SH688410,山外山,665,24.02
SZ300593,新雷能,664,8.82
SZ002125,湘潭电化,664,9.36
SZ002130,沃尔核材,664,12.91
SH688388,嘉元科技,664,13.8
SZ300479,神思电子,663,16.64
SZ003035,南网能源,663,4.65
SZ000027,深圳能源,663,6.99
SZ002632,道明光学,662,6.91
SZ002256,兆新股份,662,1.91
SH603861,白云电器,662,7.96
SZ301413,安培龙,661,58.45
SH688608,恒玄科技,660,122.45
SH601929,吉视传媒,660,1.31
SZ002835,同为股份,659,18.32
SZ301029,怡合达,659,24.12
SZ300772,运达股份,659,9.42
SH605009,豪悦护理,658,44.73
SZ001326,联域股份,658,39.98
SZ002638,勤上股份,658,1.98
SH600323,瀚蓝环境,658,18.2
SZ300348,长亮科技,657,7.52
SZ300285,国瓷材料,657,18.7
SH688502,茂莱光学,657,92.17
SH603583,捷昌驱动,656,21.71
SZ002646,天佑德酒,655,10.86
SH600645,中源协和,655,16.07
SH603319,湘油泵,655,17.2
SZ300504,天邑股份,655,13.3
SZ300096,ST易联众,654,3.48
SH603876,鼎胜新材,654,10.62
SZ002168,惠程科技,654,3.25
SZ300650,太龙股份,654,9.11
SH603190,亚通精工,654,24.6
SH603076,乐惠国际,654,27.71
SH600998,九州通,654,8.18
SH600789,鲁抗医药,654,6.02
SZ000524,岭南控股,654,10.1
SZ002979,雷赛智能,653,17.19
SZ002644,佛慈制药,653,7.32
SH688392,骄成超声,653,48.18
SZ002181,粤传媒,653,3.91
SZ000877,天山股份,653,6.52
SH601222,林洋能源,653,6.17
SZ301066,万事利,653,9.39
SZ300830,金现代,652,5.81
SZ300219,鸿利智汇,652,6.25
SH600848,上海临港,652,9.83
SZ000690,宝新能源,652,5.44
SZ301367,怡和嘉业,650,75.76
SZ001258,立新能源,650,6.29
SH603116,红蜻蜓,650,4.7
SH600121,郑州煤电,649,3.46
SH688156,路德环境,649,14.16
SZ300415,伊之密,649,21.55
SH600452,涪陵电力,649,13.17
SH601179,中国西电,649,7.54
SH600711,盛屯矿业,649,4.44
SH600773,西藏城投,649,11.17
SZ002630,华西能源,648,2.28
SZ300389,艾比森,648,14.15
SH600908,无锡银行,648,5.14
SZ000795,英洛华,648,5.95
SH600202,哈空调,648,4.36
SZ000679,大连友谊,648,3.22
SH600386,北巴传媒,648,3.21
SH688102,斯瑞新材,648,9.75
SZ000157,中联重科,648,8.57
SH600336,澳柯玛,648,4.69
