股票代码,股票简称,关注,最新价
SH603639,海利尔,0,15.24
SZ300994,久祺股份,0,11.72
SZ002263,大东南,0,2.35
SH603958,哈森股份,0,9.46
SH603916,苏博特,0,7.92
SZ300752,隆利科技,0,10.91
SZ002210,飞马国际,0,1.58
SZ300922,天秦装备,0,14.25
SH688648,中邮科技,0,28.41
SH688699,明微电子,0,27.14
SH601003,柳钢股份,0,2.75
SH603676,卫信康,0,8.25
SH603706,东方环宇,0,15.03
SZ300902,国安达,0,33.1
SZ300986,志特新材,0,7.39
SZ002255,海陆重工,0,5.25
SZ002264,新华都,0,5.81
SH688717,艾罗能源,0,55.85
SH688720,艾森股份,0,30.53
SH603839,安正时尚,0,5.36
SH900938,海科B,0,0.143
SH900941,东信B股,0,0.315
SH900947,振华B股,0,0.213
SZ300819,聚杰微纤,0,11.96
SZ300837,浙矿股份,0,23.36
SZ002160,常铝股份,0,3.45
SZ300822,贝仕达克,0,10.23
SH688652,京仪装备,0,42.11
SZ300891,惠云钛业,0,7.67
SH603617,君禾股份,0,5.73
SZ300849,锦盛新材,0,13.12
SZ002190,成飞集成,0,16.03
SZ300843,胜蓝股份,0,21.7
SZ300816,艾可蓝,0,20.98
SZ002132,恒星科技,0,2.48
SZ300836,佰奥智能,0,24.19
SH688639,华恒生物,0,107.0
SH688693,锴威特,0,23.24
SH603700,宁水集团,0,11.2
SZ002297,博云新材,0,6.48
SZ300920,润阳科技,0,14.46
SZ002288,超华科技,0,2.23
SZ300931,通用电梯,0,5.75
SZ002266,浙富控股,0,3.25
SZ300955,嘉亨家化,0,14.31
SH688611,杭州柯林,0,29.21
SZ002538,司尔特,0,4.79
SZ001212,中旗新材,0,27.44
SZ002550,千红制药,0,4.91
SZ002565,顺灏股份,0,2.74
SZ300726,宏达电子,0,22.92
SZ300771,智莱科技,0,8.61
SH900910,海立B股,0,0.259
SH900916,凤凰B股,0,0.282
SH603818,曲美家居,0,3.2
SZ200016,深康佳B,0,0.7
SZ002346,柘中股份,0,9.31
BJ832469,富恒新材,0,10.34
SH603709,中源家居,0,12.53
SH603727,博迈科,0,13.37
SZ300905,宝丽迪,0,25.68
SH603718,海利生物,0,8.07
SZ300929,华骐环保,0,8.33
SH688607,康众医疗,0,12.78
SH688691,灿芯股份,0,49.41
SH603665,康隆达,0,18.24
SZ300915,海融科技,0,28.86
SZ300960,通业科技,0,17.58
SZ300933,中辰股份,0,5.95
BJ873001,纬达光电,0,7.9
SH603500,祥和实业,0,11.35
SZ002811,郑中设计,0,6.4
SH603261,立航科技,0,37.8
SZ002942,新农股份,0,13.16
SH688307,中润光学,0,18.29
SH603214,爱婴室,0,12.9
SH688231,隆达股份,0,15.53
SZ002404,嘉欣丝绸,0,5.6
BJ832419,路斯股份,0,9.91
BJ833751,惠同新材,0,8.27
SH603301,振德医疗,0,20.47
SH688375,国博电子,0,70.65
SH603969,银龙股份,0,5.78
SZ002735,王子新材,0,11.6
SZ002676,顺威股份,0,4.35
SH688355,明志科技,0,13.06
SZ300387,富邦股份,0,6.1
SZ002631,德尔未来,0,4.52
SZ300411,金盾股份,0,16.94
SZ300441,鲍斯股份,0,6.54
SH688709,成都华微,0,21.44
SZ300801,泰和科技,0,14.01
SZ002358,森源电气,0,3.56
SZ002361,神剑股份,0,3.28
SH688607,康众医疗,0,12.78
SZ002622,皓宸医疗,0,1.91
SH603320,迪贝电气,0,12.08
SZ002631,德尔未来,0,4.52
SZ002723,小崧股份,0,7.51
BJ831689,克莱特,0,10.95
SH688370,丛麟科技,0,17.09
SZ300384,三联虹普,0,13.69
SH603269,海鸥股份,0,12.75
SZ300441,鲍斯股份,0,6.54
BJ836422,润普食品,0,5.49
SZ002778,中晟高科,0,10.78
SZ002521,齐峰新材,0,11.77
SH688232,新点软件,0,22.01
SH688247,宣泰医药,0,8.52
SZ300631,久吾高科,0,20.48
SH603969,银龙股份,0,5.78
SZ300736,百邦科技,0,14.72
SZ002730,电光科技,0,7.32
SH688283,坤恒顺维,0,36.87
SH688298,东方生物,0,27.24
SH600020,中原高速,0,3.78
SZ002578,闽发铝业,0,2.92
SH688367,工大高科,0,12.27
SH688279,峰岹科技,0,100.35
SZ002453,华软科技,0,5.36
SH600073,上海梅林,0,6.17
SZ300643,万通智控,0,10.14
SZ002700,ST浩源,0,6.0
SH601399,国机重装,0,2.87
SZ300557,理工光科,0,27.77
BJ832662,方盛股份,0,12.46
SZ002379,宏创控股,0,4.82
SZ300668,杰恩设计,0,19.18
SZ002149,西部材料,0,14.64
SZ300838,浙江力诺,0,11.69
SZ002132,恒星科技,0,2.48
SZ300836,佰奥智能,0,24.19
SZ300821,东岳硅材,0,6.93
SH603618,杭电股份,0,4.68
SH688663,新风光,0,24.95
BJ832469,富恒新材,0,10.34
SH603709,中源家居,0,12.53
SH603727,博迈科,0,13.37
SZ300905,宝丽迪,0,25.68
SH603718,海利生物,0,8.07
SZ300929,华骐环保,0,8.33
SH688691,灿芯股份,0,49.41
SH603665,康隆达,0,18.24
SZ300915,海融科技,0,28.86
SZ300960,通业科技,0,17.58
SZ300933,中辰股份,0,5.95
SZ300464,星徽股份,0,3.8
SH688225,亚信安全,0,13.9
SZ002735,王子新材,0,11.6
SZ002676,顺威股份,0,4.35
SZ300387,富邦股份,0,6.1
SH688355,明志科技,0,13.06
SZ002392,北京利尔,0,3.42
SH688231,隆达股份,0,15.53
SZ300411,金盾股份,0,16.94
SZ300865,大宏立,0,15.12
BJ873169,七丰精工,0,5.93
BJ831010,凯添燃气,0,4.05
SZ200037,深南电B,0,1.72
SH900953,凯马B,0,0.18
SH900902,市北B股,0,0.119
BJ839946,华阳变速,0,3.76
SZ000005,ST星源,0,0.83
SZ002715,登云股份,0,19.98
BJ834014,特瑞斯,0,7.16
BJ831445,龙竹科技,0,4.36
BJ430685,新芝生物,0,9.81
BJ872925,锦好医疗,0,12.12
BJ830946,森萱医药,0,6.78
BJ836419,万德股份,0,7.81
BJ873001,纬达光电,0,7.9
SH688051,佳华科技,0,17.4
SZ301259,艾布鲁,0,22.13
SZ301002,崧盛股份,0,14.28
SZ301166,优宁维,0,28.32
SZ301086,鸿富瀚,0,33.07
BJ835670,数字人,0,10.05
SH600965,福成股份,0,4.51
SH600796,钱江生化,0,4.62
BJ830879,基康仪器,0,8.79
SZ000753,漳州发展,0,3.2
SH688058,宝兰德,0,33.32
SZ000718,苏宁环球,0,1.82
SZ000702,正虹科技,0,3.73
SH600881,亚泰集团,0,1.31
SH603068,博通集成,0,18.79
SH603086,先达股份,0,3.98
SZ301209,联合化学,0,19.19
SH688030,山石网科,0,11.22
BJ872351,华光源海,0,6.59
SH605507,国邦医药,0,16.0
SZ301125,腾亚精工,0,13.22
SZ000789,万年青,0,5.55
SH603098,森特股份,0,8.7
SH603065,宿迁联盛,0,9.8
SH600815,厦工股份,0,2.2
SH601956,东贝集团,0,5.07
SH603096,新经典,0,16.77
SH688593,新相微,0,8.7
SH603600,永艺股份,0,12.96
SH600604,市北高新,0,3.69
SH600794,保税科技,0,3.47
SH600785,新华百货,0,19.93
BJ830839,万通液压,0,11.35
SZ000529,广弘控股,0,5.93
SZ301373,凌玮科技,0,25.18
BJ871263,莱赛激光,0,11.81
SH600676,交运股份,0,3.37
SH600662,外服控股,0,4.63
SZ000507,珠海港,0,4.87
SH600653,申华控股,0,1.43
SH600644,乐山电力,0,5.71
SH600617,国新能源,0,3.09
SH688455,科捷智能,0,8.85
SH603429,集友股份,0,5.46
SZ002989,中天精装,0,18.89
SZ002629,仁智股份,0,2.27
SZ002788,鹭燕医药,0,8.49
SZ000055,方大集团,0,3.89
SH688429,时创能源,0,13.69
SZ002942,新农股份,0,13.16
SH603458,勘设股份,0,6.75
SH688448,磁谷科技,0,20.21
SH603366,日出东方,0,5.2
SZ200521,虹美菱B,0,3.9
SZ300391,长药控股,0,4.01
BJ831726,朱老六,0,7.47
SH603261,立航科技,0,37.8
SZ300472,新元科技,0,5.2
SH603216,梦天家居,0,9.25
BJ836239,长虹能源,0,14.12
SZ301587,中瑞股份,0,29.7
SZ002949,华阳国际,0,12.4
SZ300243,瑞丰高材,0,11.43
SZ301578,辰奕智能,0,48.8
SZ300329,海伦钢琴,0,4.27
SH688307,中润光学,0,18.29
SH603389,亚振家居,0,4.2
SZ000045,深纺织A,0,8.77
SZ300354,东华测试,0,41.88
SZ001389,广合科技,0,51.71
SH688330,宏力达,0,23.28
SH603328,依顿电子,0,6.8
SZ301538,骏鼎达,0,94.42
SH603421,鼎信通讯,0,5.96
SZ002972,科安达,0,8.94
SZ000007,*ST全新,0,3.79
SH600605,汇通能源,0,24.41
SH688479,友车科技,0,17.15
SH688377,迪威尔,0,15.2
SH603222,济民医疗,0,5.69
SZ002838,道恩股份,0,10.7
SZ300141,和顺电气,0,7.13
SH603500,祥和实业,0,11.35
SZ002811,郑中设计,0,6.4
SZ000017,深中华A,0,7.04
SH601368,绿城水务,0,4.21
SZ300461,田中精机,0,14.59
SH603214,爱婴室,0,12.9
SZ300610,晨化股份,0,8.97
BJ838163,方大新材,0,12.68
SH600566,济川药业,0,40.43
SH600526,菲达环保,0,4.4
SH601890,亚星锚链,0,8.05
SH600501,航天晨光,0,12.17
SZ002114,罗平锌电,0,4.86
SH605218,伟时电子,0,17.82
SH600370,三房巷,0,1.78
BJ430047,诺思兰德,0,15.72
SZ002104,恒宝股份,0,6.1
SZ002122,汇洲智能,0,3.22
SH600351,亚宝药业,0,6.33
SH600360,华微电子,0,5.86
SH600438,通威股份,0,21.87
SH600421,华嵘控股,0,5.98
SH605222,起帆电缆,0,16.54
SH600359,新农开发,0,5.96
SH600231,凌钢股份,0,1.66
SZ002084,海鸥住工,0,2.66
BJ834415,恒拓开源,0,9.81
SH600356,恒丰纸业,0,6.81
SH600455,博通股份,0,17.4
SH600289,ST信通,0,1.14
SH600232,金鹰股份,0,4.51
SZ000836,富通信息,0,1.61
SH600235,民丰特纸,0,4.63
SH600316,洪都航空,0,18.18
SZ003013,地铁设计,0,16.52
SH601700,风范股份,0,4.55
SZ301339,通行宝,0,16.89
SZ000055,方大集团,0,3.89
SH600356,恒丰纸业,0,6.81
SH605288,凯迪股份,0,34.74
SZ002058,威尔泰,0,9.11
SH605268,王力安防,0,7.94
SH600231,凌钢股份,0,1.66
SH600234,科新发展,0,4.22
SH605299,舒华体育,0,10.01
SH600455,博通股份,0,17.4
SH600289,ST信通,0,1.14
SH600232,金鹰股份,0,4.51
SZ000836,富通信息,0,1.61
SZ003013,地铁设计,0,16.52
BJ832149,利尔达,0,4.29
SH605122,四方新材,0,10.37
SH605158,华达新材,0,7.46
SH603100,川仪股份,0,27.45
SH600151,航天机电,0,4.88
SH605058,澳弘电子,0,16.81
SZ301032,新柴股份,0,7.18
SZ301000,肇民科技,0,18.88
SH603130,云中马,0,18.98
SH603112,华翔股份,0,12.63
SH603001,ST奥康,0,3.98
SZ301057,汇隆新材,0,11.71
SZ000761,本钢板材,0,3.2
SH600979,广安爱众,0,3.24
SH600235,民丰特纸,0,4.63
SH600316,洪都航空,0,18.18
SH600300,维维股份,0,2.74
SZ002040,南京港,0,6.0
BJ871753,天纺标,0,31.75
SH600120,浙江东方,0,3.79
BJ872953,国子软件,0,12.43
SZ301027,华蓝集团,0,8.23
SZ000929,兰州黄河,0,7.35
SZ003017,大洋生物,0,17.14
SH603135,中重科技,0,14.03
SZ000677,恒天海龙,0,2.7
SZ301037,保立佳,0,12.78
SZ301009,可靠股份,0,7.86
BJ834682,球冠电缆,0,8.19
SZ301051,信濠光电,0,39.68
SH605003,众望布艺,0,16.58
SZ301081,严牌股份,0,7.76
SZ301033,迈普医学,0,33.7
SH688130,晶华微,0,29.19
SH600293,三峡新材,0,2.64
SZ003038,鑫铂股份,0,29.35
SZ003033,征和工业,0,23.43
BJ837046,亿能电力,0,7.27
SH600156,华升股份,0,3.83
SH600135,乐凯胶片,0,5.57
BJ872931,无锡鼎邦,0,8.16
SZ000955,欣龙控股,0,4.36
SH600149,廊坊发展,0,3.45
SZ000973,佛塑科技,0,4.0
SH688115,思林杰,0,19.69
SH603192,汇得科技,0,14.33
SZ301006,迈拓股份,0,15.24
SZ000622,恒立实业,0,2.51
SH688075,安旭生物,0,32.96
SZ301082,久盛电气,0,11.35
BJ836699,海达尔,0,15.33
SH688168,安博通,0,31.13
SZ000605,渤海股份,0,4.55
SH603177,德创环保,0,7.51
BJ835670,数字人,0,10.05
SZ301339,通行宝,0,16.89
SH600796,钱江生化,0,4.62
BJ830879,基康仪器,0,8.79
SH603096,新经典,0,16.77
BJ872351,华光源海,0,6.59
SH603065,宿迁联盛,0,9.8
SZ301279,金道科技,0,17.0
SZ000507,珠海港,0,4.87
SZ301538,骏鼎达,0,94.42
SZ300117,嘉寓股份,0,1.18
BJ839167,同享科技,0,15.8
SH603519,立霸股份,0,12.65
SZ300254,仟源医药,0,8.01
SH603429,集友股份,0,5.46
SZ002989,中天精装,0,18.89
BJ835857,百甲科技,0,3.41
SH600551,时代出版,0,12.27
SZ002114,罗平锌电,0,4.86
SH600501,航天晨光,0,12.17
SH600512,腾达建设,0,2.0
SH600370,三房巷,0,1.78
SZ002122,汇洲智能,0,3.22
SZ002109,兴化股份,0,3.71
SZ002084,海鸥住工,0,2.66
SH601700,风范股份,0,4.55
BJ873706,铁拓机械,0,10.58
SH603183,建研院,0,3.7
SH688143,长盈通,0,21.35
SH688175,高凌信息,0,23.1
SH688067,爱威科技,0,15.21
BJ833346,威贸电子,0,10.98
BJ839680,广道数字,0,15.8
BJ833284,灵鸽科技,0,6.63
SH600968,海油发展,0,4.26
SZ301166,优宁维,0,28.32
SH600817,宇通重工,0,9.54
BJ833030,立方控股,0,8.55
SZ301259,艾布鲁,0,22.13
SZ301002,崧盛股份,0,14.28
SZ301086,鸿富瀚,0,33.07
SH600965,福成股份,0,4.51
SH603173,福斯达,0,20.89
SH603041,美思德,0,10.72
SH688030,山石网科,0,11.22
SH600828,茂业商业,0,2.73
SH603078,江化微,0,11.85
SH600785,新华百货,0,19.93
SZ301373,凌玮科技,0,25.18
SH600590,泰豪科技,0,5.13
SH600676,交运股份,0,3.37
SZ301588,美新科技,0,24.58
SH600662,外服控股,0,4.63
SZ300221,银禧科技,0,6.39
SH600617,国新能源,0,3.09
SZ000007,*ST全新,0,3.79
SH603421,鼎信通讯,0,5.96
SZ002972,科安达,0,8.94
SH688486,龙迅股份,0,88.41
SH600605,汇通能源,0,24.41
SZ002629,仁智股份,0,2.27
SH688377,迪威尔,0,15.2
SH603222,济民医疗,0,5.69
SZ002788,鹭燕医药,0,8.49
BJ832317,观典防务,0,21.88
BJ833874,泰祥股份,0,19.63
BJ830832,齐鲁华信,0,4.03
BJ873339,恒太照明,0,4.23
BJ836807,奔朗新材,0,4.95
BJ836504,博迅生物,0,14.34
BJ430476,海能技术,0,10.29
BJ834407,驰诚股份,0,10.31
BJ833266,生物谷,0,7.95
SH688113,联测科技,0,33.2
BJ870866,绿亨科技,0,5.65
SH600448,华纺股份,0,2.27
SH601579,会稽山,0,10.74
SZ000839,ST国安,0,1.83
SH600227,赤天化,0,1.67
SZ000856,冀东装备,0,6.98
SH600299,安迪苏,0,9.25
SH600162,香江控股,0,1.47
SH605138,盛泰集团,0,5.71
SH605155,西大门,0,13.05
BJ837023,芭薇股份,0,10.75
BJ871634,新威凌,0,13.97
SH605166,聚合顺,0,11.37
SH600192,长城电工,0,4.13
SH600179,安通控股,0,2.16
SZ003008,开普检测,0,20.57
SZ000985,大庆华科,0,13.44
SH605080,浙江自然,0,17.11
SZ000882,华联股份,0,1.34
SZ000820,神雾节能,0,2.8
SZ003018,金富科技,0,7.93
SH605055,迎丰股份,0,5.42
SH600173,卧龙地产,0,4.06
SH600113,浙江东日,0,7.32
SH605050,福然德,0,11.3
SZ003026,中晶科技,0,23.5
SZ000952,广济药业,0,5.28
SZ000910,大亚圣象,0,6.81
SH600352,浙江龙盛,0,9.0
SH605366,宏柏新材,0,6.39
SH600508,上海能源,0,13.82
SH600379,宝光股份,0,8.46
SZ002042,华孚时尚,0,4.13
SZ000897,津滨发展,0,2.02
SH605319,无锡振华,0,21.01
SH605303,园林股份,0,7.42
SH600550,保变电气,0,4.07
SH601866,中远海发,0,2.43
SH600560,金自天正,0,15.24
SH600502,安徽建工,0,5.16
SZ002075,沙钢股份,0,4.08
SH600467,好当家,0,1.91
SH600609,金杯汽车,0,4.42
SH688584,上海合晶,0,16.55
SZ002830,名雕股份,0,10.37
SZ300092,科新机电,0,10.2
SH603580,艾艾精工,0,20.48
SH688558,国盛智科,0,20.22
SH600758,辽宁能源,0,2.98
SZ000533,顺钠股份,0,3.45
SH688585,上纬新材,0,5.76
SH688485,九州一轨,0,8.56
SH603511,爱慕股份,0,13.57
SH688317,之江生物,0,14.54
SH600626,申达股份,0,2.52
SH600611,大众交通,0,2.79
SH600608,ST沪科,0,3.71
SZ300111,向日葵,0,2.24
SZ300095,华伍股份,0,6.4
SZ300086,康芝药业,0,4.57
SH600616,金枫酒业,0,5.44
SH688513,苑东生物,0,58.61
SZ300107,建新股份,0,9.93
SZ300157,新锦动力,0,2.44
SZ002969,嘉美包装,0,3.42
SH603565,中谷物流,0,9.75
SH688353,华盛锂电,0,21.58
SH688380,中微半导,0,14.74
SZ300412,迦南科技,0,3.4
SZ002951,*ST金时,0,5.97
SZ002779,中坚科技,0,32.4
SH688209,英集芯,0,11.73
SZ300424,航新科技,0,11.78
SZ000008,神州高铁,0,2.21
SZ300314,戴维医疗,0,10.53
SH688230,芯导科技,0,30.1
SZ300562,乐心医疗,0,8.76
SZ002596,海南瑞泽,0,1.77
SZ300652,雷迪克,0,22.17
SH603358,华达科技,0,25.63
SZ001222,源飞宠物,0,13.14
SZ001231,农心科技,0,15.39
SZ002645,华宏科技,0,9.37
SZ002524,光正眼科,0,4.27
SH603855,华荣股份,0,23.67
SH688319,欧林生物,0,7.98
SZ001225,和泰机电,0,31.04
SH900906,中毅达B,0,0.111
SH600756,浪潮软件,0,12.17
SZ301309,万得凯,0,23.15
SZ000565,渝三峡A,0,4.36
BJ836826,盖世食品,0,7.53
SH600594,益佰制药,0,3.98
SZ300196,长海股份,0,11.58
SZ002836,新宏泽,0,5.96
SZ300005,探路者,0,4.72
SZ300220,ST金运,0,4.97
BJ835640,富士达,0,15.12
SH600770,综艺股份,0,3.02
SZ301391,卡莱特,0,86.3
SH600623,华谊集团,0,6.68
SH688459,哈铁科技,0,9.05
SH688468,科美诊断,0,6.75
SZ300320,海达股份,0,6.7
SZ300326,凯利泰,0,4.65
SH688312,燕麦科技,0,14.84
SZ301319,唯特偶,0,44.33
SZ301459,丰茂股份,0,40.33
SH600731,湖南海利,0,5.66
SH600722,金牛化工,0,3.84
SZ000597,东北制药,0,4.73
SZ000504,南华生物,0,6.72
SZ300230,永利股份,0,3.74
SH688480,赛恩斯,0,34.75
SZ300135,宝利国际,0,2.7
SZ300335,迪森股份,0,4.18
SZ000062,深圳华强,0,9.08
SH688323,瑞华泰,0,12.06
SH688571,杭华股份,0,6.15
SZ300198,纳川股份,0,1.5
SZ300388,节能国祯,0,6.11
SH688456,有研粉材,0,25.16
SZ300267,尔康制药,0,2.39
SZ002743,富煌钢构,0,4.15
SH688257,新锐股份,0,24.11
SZ002663,普邦股份,0,1.48
SH603355,莱克电气,0,24.71
SZ002633,申科股份,0,6.45
SH601212,白银有色,0,3.07
SH603948,建业股份,0,19.9
SH603915,国茂股份,0,13.04
SH688767,博拓生物,0,25.07
SH688226,威腾电气,0,15.03
SH600067,冠城大通,0,1.74
SZ300150,世纪瑞尔,0,3.1
BJ836395,朗鸿科技,0,7.33
SH688329,艾隆科技,0,18.17
SZ000019,深粮控股,0,6.4
SH603351,威尔药业,0,23.54
SH688383,新益昌,0,59.65
SH603321,梅轮电梯,0,6.69
SZ200539,粤电力B,0,2.06
SZ002734,利民股份,0,6.24
SH603255,鼎际得,0,31.4
SH600097,开创国际,0,8.99
BJ833580,科创新材,0,5.41
SZ002763,汇洁股份,0,7.28
SZ002721,*ST金一,0,2.89
SH688190,云路股份,0,82.12
BJ832978,开特股份,0,9.39
BJ831396,许昌智能,0,5.71
SH601366,利群股份,0,4.82
BJ832000,安徽凤凰,0,9.15
SH688399,硕世生物,0,66.25
BJ870656,海昇药业,0,15.12
SH900945,海控B股,0,0.18
SZ200706,瓦轴B,0,1.87
SZ300105,龙源技术,0,6.78
SH688577,浙海德曼,0,62.21
SZ002802,洪汇新材,0,8.85
SZ300265,通光线缆,0,6.53
BJ837403,康农种业,0,13.6
SZ000990,诚志股份,0,7.38
SH605068,明新旭腾,0,15.52
SH600961,株冶集团,0,10.04
SZ301010,晶雪节能,0,12.08
SZ301023,江南奕帆,0,29.76
SZ301075,多瑞医药,0,18.07
SZ000612,焦作万方,0,7.43
SH600962,国投中鲁,0,9.17
SH603012,创力集团,0,5.45
BJ430478,峆一药业,0,18.05
SH688015,交控科技,0,19.3
SZ301053,远信工业,0,18.53
SH688011,新光光电,0,16.2
SH600956,新天绿能,0,8.65
SH603181,皇马科技,0,9.85
SZ000553,安道麦A,0,5.75
SH601992,金隅集团,0,1.82
SZ000755,山西高速,0,4.82
SH600824,益民集团,0,3.2
SH600883,博闻科技,0,6.37
SZ301212,联盛化学,0,19.85
SH600969,郴电国际,0,5.0
SH603021,山东华鹏,0,3.22
SZ301105,鸿铭股份,0,24.64
SH603031,安孚科技,0,29.38
SZ301122,采纳股份,0,23.0
SZ301196,唯科科技,0,28.32
SH600844,丹化科技,0,2.54
SH600717,天津港,0,4.45
SZ301119,正强股份,0,19.16
SZ000544,中原环保,0,6.9
SH600830,香溢融通,0,5.9
SH603071,物产环能,0,14.08
SH688021,奥福环保,0,10.88
SZ301273,瑞晨环保,0,16.74
SZ301222,浙江恒威,0,21.88
SH600567,山鹰国际,0,1.78
SH601818,光大银行,0,3.11
SH605399,晨光新材,0,11.93
BJ834475,三友科技,0,8.08
SH605208,永茂泰,0,6.85
SH601686,友发集团,0,6.09
SH600375,*ST汉马,0,4.84
SH600423,柳化股份,0,2.65
SH600397,安源煤业,0,2.12
BJ838030,德众汽车,0,3.87
SH600403,大有能源,0,2.91
BJ834770,艾能聚,0,5.91
SZ002052,*ST同洲,0,1.81
BJ870199,倍益康,0,11.96
BJ833454,同心传动,0,8.53
SH600302,标准股份,0,3.88
SH600308,华泰股份,0,3.41
SZ003037,三和管桩,0,7.51
SZ003019,宸展光电,0,24.59
SZ000880,潍柴重机,0,8.86
SZ301028,东亚机械,0,8.4
SH688138,清溢光电,0,17.06
SZ301031,中熔电气,0,83.86
SZ000635,英力特,0,6.38
SZ000906,浙商中拓,0,7.3
SZ301097,天益医疗,0,39.71
SZ000972,中基健康,0,3.13
SH603167,渤海轮渡,0,10.01
BJ873703,广厦环能,0,28.36
SH603155,新亚强,0,15.44
SZ301108,洁雅股份,0,26.31
SH600987,航民股份,0,8.0
BJ834765,美之高,0,6.26
SZ000900,现代投资,0,3.85
SZ000912,泸天化,0,3.94
SZ000927,中国铁物,0,2.57
SZ301043,绿岛风,0,25.2
SZ301067,显盈科技,0,20.01
SH600997,开滦股份,0,8.17
SZ301100,风光股份,0,14.09
SZ301198,喜悦智行,0,8.31
SZ301176,逸豪新材,0,11.1
SZ301290,东星医疗,0,21.17
SZ000626,远大控股,0,4.99
SH605006,山东玻纤,0,5.39
SH603010,万盛股份,0,9.2
SH603016,新宏泰,0,16.09
SZ301036,双乐股份,0,17.41
SH688173,希荻微,0,11.35
SH688098,申联生物,0,4.92
SH688129,东来技术,0,12.41
BJ831906,舜宇精工,0,13.72
SH688084,晶品特装,0,44.88
SZ200488,晨鸣B,0,1.45
SZ002958,青农商行,0,2.72
SZ001288,运机集团,0,22.51
SZ002940,昂利康,0,15.75
SH603367,辰欣药业,0,15.97
SZ300321,同大股份,0,18.71
SH603359,东珠生态,0,4.27
SZ300306,远方信息,0,9.45
SZ001359,平安电工,0,25.66
SZ300449,汉邦高科,0,4.16
SH603232,格尔软件,0,11.83
SH688183,生益电子,0,10.04
BJ835184,国源科技,0,5.96
SZ300506,名家汇,0,1.8
SZ002462,嘉事堂,0,12.23
SZ300599,雄塑科技,0,5.59
SH688299,长阳科技,0,11.31
SZ002476,宝莫股份,0,3.54
SH603978,深圳新星,0,10.21
SZ300622,博士眼镜,0,15.58
SZ001207,联科科技,0,15.21
SZ002593,日上集团,0,3.17
SZ001358,兴欣新材,0,24.63
SH688360,德马科技,0,15.47
SH603316,诚邦股份,0,4.29
SZ002515,金字火腿,0,4.37
SH601200,上海环境,0,9.09
SZ300721,怡达股份,0,9.9
BJ839790,联迪信息,0,7.53
SZ002218,拓日新能,0,3.4
SH603226,菲林格尔,0,3.92
SH688373,盟科药业-U,0,4.74
SH688382,益方生物-U,0,9.44
SH688391,钜泉科技,0,42.96
SH600094,大名城,0,3.6
SZ002441,众业达,0,7.86
SZ200026,飞亚达B,0,7.23
SH603819,神力股份,0,11.42
BJ833943,优机股份,0,9.48
SZ200029,深深房B,0,1.87
SZ300877,金春股份,0,12.74
SZ002350,北京科锐,0,4.65
SH688653,康希通信,0,11.04
SH600035,楚天高速,0,4.46
SH688695,中创股份,0,36.23
SH603717,天域生态,0,5.52
SZ300907,康平科技,0,17.21
SZ002296,辉煌科技,0,10.14
SH603977,国泰集团,0,12.85
SH900940,大名城B,0,0.227
SH601279,英利汽车,0,5.05
SZ002574,明牌珠宝,0,5.32
SH601228,广州港,0,3.39
SZ300935,盈建科,0,16.78
SZ300953,震裕科技,0,63.9
SH603950,长源东谷,0,15.73
SZ300749,顶固集创,0,5.91
SZ300988,津荣天宇,0,19.39
SH603959,百利科技,0,4.12
SH603926,铁流股份,0,9.2
SZ300720,海川智能,0,14.93
SZ300717,华信新材,0,13.6
SH601199,江南水务,0,4.95
SZ002247,聚力文化,0,1.38
SZ200025,特力B,0,3.58
SZ200030,富奥B,0,3.01
SH900923,百联B股,0,0.451
SH603976,正川股份,0,14.13
SH601339,百隆东方,0,5.6
SZ300647,超频三,0,4.6
SZ001229,魅视科技,0,29.29
BJ834950,迅安科技,0,18.24
SZ002228,合兴包装,0,2.55
SZ002231,奥维通信,0,5.05
SZ002209,达意隆,0,8.09
SZ002203,海亮股份,0,8.88
SH688620,安凯微,0,7.73
SH688623,双元科技,0,60.0
SZ300883,龙利得,0,4.58
SH688638,誉辰智能,0,41.47
SZ300886,华业香料,0,15.67
SH603669,灵康药业,0,4.15
SH601002,晋亿实业,0,3.5
SZ300961,深水海纳,0,8.39
SH601177,杭齿前进,0,7.92
SZ300621,维业股份,0,8.28
SH603895,天永智能,0,19.05
SZ200012,南玻B,0,2.14
SZ300796,贝斯美,0,16.27
BJ832566,梓橦宫,0,8.06
SH601107,四川成渝,0,5.52
SZ300597,吉大通信,0,7.31
SH688689,银河微电,0,16.59
SZ001226,拓山重工,0,34.28
SZ002394,联发股份,0,7.16
SZ002522,浙江众成,0,3.74
SH603661,恒林股份,0,43.64
SH603901,永创智能,0,8.19
SZ300710,万隆光电,0,16.21
SH900932,陆家B股,0,0.336
SH900929,锦旅B股,0,1.159
SZ300831,派瑞股份,0,9.88
SZ200058,深赛格B,0,1.57
SH900920,动力B股,0,0.208
SH603677,奇精机械,0,12.37
BJ832522,纳科诺尔,0,16.51
SH688681,科汇股份,0,9.59
SZ300867,圣元环保,0,11.42
SH688718,唯赛勃,0,10.34
SH603637,镇海股份,0,6.97
SH688622,禾信仪器,0,17.23
SZ300885,海昌新材,0,7.41
SH688682,霍莱沃,0,30.58
SH688697,纽威数控,0,20.05
SZ002325,洪涛股份,0,1.26
SZ002295,精艺股份,0,5.95
SZ300993,玉马遮阳,0,12.27
SZ200019,深粮B,0,3.25
SZ002360,同德化工,0,5.62
SH688646,逸飞激光,0,29.03
