Contract_ID,Project_ID,Project_Name,Ownership,Developer,Address,ZIP,Parcel_ID,Council_District,Unit_Type,Housing_Tenure,Development_Status,Total_Units,Affordable_Units,Total_ADA_Units,PSH_Units,MFI_20,MFI_30,MFI_40,MFI_50,MFI_60,MFI_65,MFI_70,MFI_80,MFI_100,MFI_120,Affordability_Start_Date,Affordability_Expiration_Date,Affordability_Period,FIL_Status,CAL_FIL,Date_FIL_Recorded,HDA,Private_Activity_Bonds,Affordability_Unlocked,SMART,Dev_Agreement,Density_Bonus,FIL,LIHTC,GO_Bonds_2006,GO_Bonds_2013,GO_Bonds_2018,CDBG,CIP_Funds,HOME,HTF,Project_Connect,City_Subsidy,Longitude,Latitude
347,4163,David Weekley - SF - Section 9 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2612 Zach Scott Street,78723,0217162813,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-29-2016,12-29-2017,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.69779968,30.29459953
347,4164,David Weekley - SF - Section 9 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2614 Zach Scott Street,78723,0217162812,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-22-2016,12-22-2017,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.6977005,30.29459953
347,4165,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4440 Camacho Street,78723,0217160713,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-21-2008,11-21-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70120239,30.29579926
347,4166,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4424 Camacho Street,78723,0217160717,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-30-2008,12-30-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.7016983,30.29579926
347,4167,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4412 Camacho Street,78723,0217160721,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-20-2009,02-20-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70210266,30.29579926
347,4168,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4425 Camacho Street,78723,0217160823,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-29-2008,12-29-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70159912,30.2954998
347,4169,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4213 Threadgill Street,78723,0217160904,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-26-2008,11-26-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70089722,30.2947998
347,4170,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4217 Threadgill Street,78723,0217160905,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-19-2008,12-19-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70089722,30.29490089
347,4171,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4229 Threadgill Street,78723,0217160908,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-17-2008,11-17-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70089722,30.29520035
347,4172,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4233 Threadgill Street,78723,0217160909,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-19-2008,11-19-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70089722,30.29529953
347,4173,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2128 Emma Long Street,78723,0215161014,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-25-2008,11-25-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70110321,30.29240036
347,4174,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2116 Emma Long Street,78723,0215161017,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-29-2008,10-29-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70140076,30.29240036
347,4175,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4005 Threadgill Street,78723,0215161103,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-20-2009,02-20-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70020294,30.29199982
347,4176,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4009 Threadgill Street,78723,0215161103,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-11-2009,05-11-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70020294,30.29210091
347,4177,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4021 Threadgill Street,78723,0215161106,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-31-2008,10-31-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70040131,30.29229927
347,4178,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4033 Threadgill Street,78723,0215161109,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-23-2008,12-23-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70050049,30.29260063
347,4179,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,3813 Hargis Street,78723,0215161407,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-27-2009,02-27-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70159912,30.29050064
347,4180,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2117 Emma Long Street,78723,0215161207,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-28-2008,10-28-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70140076,30.29210091
347,4181,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2133 Emma Long Street,78723,0215161211,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-19-2008,12-19-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70089722,30.29210091
389,4182,Highland Phase II South,Austin Community College District,Redleaf Properties LLC/Austin Community College District,109 Jacob Fontaine Lane,78752,0227110110,4,Multifamily,Rental,Project Completed,168,17,0.0,0,0,0,0,0,0,0,0,17,0,0,11-18-2020,11-18-2060,40,,,,,No,No,No,,Vertical Mixed Use,No,,,,,,,,,,,-97.715267,30.324726
390,4183,Highland Phase II - North,Austin Community College District,Redleaf Properties LLC/Austin Community College District,110 Jacob Fontaine Lane,78752,0227110110,4,Multifamily,Rental,Project Completed,222,22,0.0,0,0,0,0,0,0,0,0,22,0,0,11-18-2020,11-18-2060,40,,,,,No,No,No,,Vertical Mixed Use,No,,,,,,,,,,,-97.715177,30.326044
391,4184,4008 Brookview (ADU),Prodanovic-Nelson Brown,Austin Community Design & Development Center/Prodanovic-Nelson Brown,4008 Brookview Road,78722,0215120305,9,Single Family,Rental,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-08-2019,02-08-2024,5,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.71003,30.294169
321,4185,Estancia Villas,SLF III Onion Creek LP,Estancia Villas LLC,1200 Estancia Parkway,78748,0448180602,5,Multifamily,Rental,Project Completed,312,31,0.0,0,0,0,0,0,31,0,0,0,0,0,06-19-2018,06-19-2058,40,,,,,No,No,No,PUD Development Agreement,,No,,,,,,,,,,,-97.806201,30.122932
392,4186,Austin Oaks PUD,Twelve Lakes LLC,Twelve Lakes LLC,Executive Center Drive and Woodhollow Drive,78759,0241011102,10,Multifamily,Rental,Certified/Loan Executed,250,27,0.0,0,0,0,0,0,27,0,0,0,0,0,,,40,,,,,No,No,No,PUD Development Agreement,,No,,,,,,,,,,,-97.746676,30.360076
347,4187,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2137 Emma Long Street,78723,0215161212,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-26-2008,11-26-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70079803,30.29210091
347,4188,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2208 Antone Street,78723,0215161216,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-20-2008,11-20-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70069885,30.29170036
347,4189,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2204 Antone Street,78723,0215161217,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-01-2009,06-01-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70079803,30.29170036
347,4190,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2140 Antone Street,78723,0215161220,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-22-2008,12-22-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70120239,30.29170036
347,4191,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2132 Antone Street,78723,0215161222,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-24-2009,04-24-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70140076,30.29170036
347,4192,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,3908 Hargis Street,78723,0215161319,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-14-2008,11-14-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70200348,30.29089928
347,4193,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,3904 Hargis Street,78723,0215161320,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-21-2008,10-21-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70200348,30.29080009
347,4194,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,3816 Hargis Street,78723,0215161323,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-12-2009,03-12-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70200348,30.29050064
347,4195,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,3901 Hargis Street,78723,0215161410,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-18-2008,12-18-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70159912,30.29080009
347,4196,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,3909 Hargis Street,78723,0215161412,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-26-2008,11-26-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70159912,30.29100037
347,4197,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,3913 Hargis Street,78723,0215161413,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-30-2009,03-30-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.7016983,30.29109955
347,4198,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,3908 Hermalinda Street,78723,0215161418,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-23-2008,12-23-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70120239,30.29120064
347,4199,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,3904 Hermalinda Street,78723,0215161418,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-12-2008,12-12-2009,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70120239,30.29109955
347,4200,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,3820 Hermalinda Street,78723,0215161421,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-25-2009,02-25-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70120239,30.29080009
347,4201,Meritage - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,3816 Hermalinda Street,78723,0215161422,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-30-2009,03-30-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70120239,30.29070091
347,4203,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2024 Simond Avenue Unit A,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-13-2012,07-13-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.7009964,30.29680061
347,4204,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2024 Simond Avenue Unit C,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-13-2012,07-13-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.7009964,30.29680061
347,4205,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2020 Simond Avenue Unit A,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-31-2012,05-31-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70130157,30.29680061
347,4206,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2020 Simond Avenue Unit C,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-31-2012,05-31-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70130157,30.29680061
347,4207,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2016 Simond Avenue Unit A,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-13-2012,07-13-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70159912,30.29680061
347,4208,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2016 Simond Avenue Unit C,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-22-2012,05-22-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70159912,30.29680061
347,4209,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2012 Simond Avenue Unit A,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-10-2012,04-10-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70189667,30.29680061
347,4210,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2012 Simond Avenue Unit C,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-27-2012,04-27-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70189667,30.29680061
347,4211,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2008 Simond Avenue Unit A,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-23-2012,04-23-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70220184,30.29669952
347,4212,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2008 Simond Avenue Unit C,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-01-2012,08-01-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70220184,30.29669952
347,4213,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2009 Simond Avenue Unit A,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-23-2011,09-23-2012,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70210266,30.2961998
347,4214,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2009 Simond Avenue Unit C,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-23-2011,09-23-2012,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70210266,30.2961998
347,4215,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2013 Simond Avenue Unit A,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-09-2011,11-09-2012,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70179749,30.2961998
347,4216,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2013 Simond Avenue Unit C,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-09-2011,11-09-2012,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70179749,30.2961998
347,4217,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2017 Simond Avenue Unit A,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-13-2011,10-13-2012,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.7014994,30.29630089
347,4218,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2017 Simond Avenue Unit C,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-21-2011,11-21-2012,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70149994,30.29630089
347,4219,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2021 Simond Avenue Unit A,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-21-2011,11-21-2012,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70120239,30.29630089
347,4220,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2021 Simond Avenue Unit C,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-21-2011,11-21-2012,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70120239,30.29630089
347,4221,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2025 Simond Avenue Unit A,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-29-2014,08-29-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.7009964,30.29630089
347,4222,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2025 Simond Avenue Unit C,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-21-2011,11-21-2012,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.7009964,30.29630089
347,4223,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4306 Berkman Drive Unit A,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-06-2012,09-06-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70059967,30.2961998
347,4224,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4306 Berkman Drive Unit D,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-06-2012,09-06-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70059967,30.2961998
347,4225,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4306 Berkman Drive Unit E,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-06-2012,09-06-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70059967,30.2961998
347,4226,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4300 Berkman Drive Unit A,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-19-2012,09-19-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70050049,30.29590034
347,4227,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4300 Berkman Drive Unit D,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-19-2012,09-19-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70050049,30.29590034
347,4230,Standard Pacific - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4300 Berkman Drive Unit E,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-19-2012,09-19-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70050049,30.29590034
347,4231,David Weekley - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2228 Zach Scott Street,78723,0217160215,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-15-2009,05-15-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70200348,30.29439926
347,4232,David Weekley - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2224 Zach Scott Street,78723,0217160216,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-29-2009,05-29-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70210266,30.29439926
347,4233,David Weekley - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2220 Zach Scott Street,78723,0217160218,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-22-2009,04-22-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70220184,30.29439926
347,4234,David Weekley - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2216 Zach Scott Street,78723,0217160219,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-04-2009,05-04-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70230103,30.29439926
347,4235,David Weekley - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2212 Zach Scott Street,78723,0217160219,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-15-2009,04-15-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70230103,30.29439926
347,4236,David Weekley - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2208 Zach Scott Street,78723,0217160220,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-13-2009,03-13-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70240021,30.29439926
347,4237,David Weekley - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2204 Zach Scott Street,78723,0217160221,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-20-2009,03-20-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70249939,30.29439926
347,4238,David Weekley - SF - Section 5 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2200 Zach Scott Street,78723,0217160222,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-12-2009,03-12-2010,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70259857,30.29439926
